timestamp,rr,sr,mrt
1648569600,100.0,100.0,42.02549019605196
1648569660,100.0,100.0,42.02549019605196
1648569720,100.0,100.0,1782.5433333333317
1648569780,100.0,100.0,509.65
1648569840,100.0,100.0,55.41402877698043
1648569900,100.0,100.0,53.427927927927925
1648569960,100.0,100.0,56.28294573643411
1648570020,100.0,100.0,51.93449612403317
1648570080,100.0,100.0,55.8267716535433
1648570140,100.0,100.0,53.919117647058826
1648570200,100.0,100.0,53.24603174603175
1648570260,100.0,100.0,52.40530303030303
1648570320,100.0,100.0,53.22265625
1648570380,100.0,100.0,51.160714285714285
1648570440,100.0,100.0,52.91417910447761
1648570500,100.0,100.0,51.54032258064516
1648570560,100.0,100.0,54.48008130081149
1648570620,100.0,100.0,65.088
1648570680,100.0,100.0,51.8015873015873
1648570740,100.0,100.0,317.2190082644628
1648570800,100.0,100.0,53.34094202898416
1648570860,100.0,100.0,51.92723577235999
1648570920,100.0,100.0,54.12204724409449
1648570980,100.0,100.0,52.66450381679247
1648571040,100.0,100.0,50.83780487805105
1648571100,100.0,100.0,222.04621848739492
1648571160,100.0,100.0,744.5314159292019
1648571220,100.0,100.0,580.6818181818181
1648571280,100.0,100.0,49.93333333333333
1648571340,100.0,100.0,52.15530303030303
1648571400,100.0,100.0,54.14503816793893
1648571460,100.0,100.0,50.8986013986014
1648571520,100.0,100.0,54.93639999999851
1648571580,100.0,100.0,52.203007518796994
1648571640,100.0,100.0,54.068
1648571700,100.0,100.0,52.346456692913385
1648571760,100.0,100.0,50.6
1648571820,100.0,100.0,49.77642276422764
1648571880,100.0,100.0,52.609022556390975
1648571940,100.0,100.0,51.52941176470589
1648572000,100.0,100.0,52.59881889763633
1648572060,100.0,100.0,51.51171875
1648572120,100.0,100.0,53.143884892086334
1648572180,100.0,100.0,49.63928571428424
1648572240,100.0,100.0,53.39051094890511
1648572300,100.0,100.0,53.48760330578512
1648572360,100.0,100.0,49.25187969924812
1648572420,100.0,100.0,53.435483870967744
1648572480,100.0,100.0,50.096774193548384
1648572540,100.0,100.0,56.22222222222222
1648572600,100.0,100.0,49.48780487804878
1648572660,100.0,100.0,54.65875000000233
1648572720,100.0,100.0,57.10629921259842
1648572780,100.0,100.0,50.50420168067227
1648572840,100.0,100.0,53.00416666666667
1648572900,100.0,100.0,52.26744186046512
1648572960,100.0,100.0,52.2610294117647
1648573020,100.0,100.0,53.189655172413794
1648573080,100.0,100.0,49.39186046511845
1648573140,100.0,100.0,52.41666666666666
1648573200,100.0,100.0,51.38805970149254
1648573260,100.0,100.0,51.38805970149254
1648573320,100.0,100.0,53.43461538461538
1648573380,100.0,100.0,51.59322033898305
1648573440,100.0,100.0,51.27777777777778
1648573500,100.0,100.0,52.86330645161516
1648573560,100.0,100.0,53.40079365079365
1648573620,100.0,100.0,53.31617647058823
1648573680,100.0,100.0,54.142125984250505
1648573740,100.0,100.0,53.3875968992248
1648573800,100.0,100.0,49.94140625
1648573860,100.0,100.0,53.35
1648573920,100.0,100.0,50.971774193548384
1648573980,100.0,100.0,54.27393162393401
1648574040,100.0,100.0,51.07575757575758
1648574100,100.0,100.0,53.246212121212125
1648574160,100.0,100.0,49.46984732824285
1648574220,100.0,100.0,53.05555555555556
1648574280,100.0,100.0,51.68402777777778
1648574340,100.0,100.0,53.6125
1648574400,100.0,100.0,51.76449275362319
1648574460,100.0,100.0,51.24473684210386
1648574520,100.0,100.0,52.12056737588652
1648574580,100.0,100.0,57.02364341085127
1648574640,100.0,100.0,49.72083333333333
1648574700,100.0,100.0,53.43789062499855
1648574760,100.0,100.0,50.85384615384616
1648574820,100.0,100.0,53.11570247933884
1648574880,100.0,100.0,51.98290598290598
1648574940,100.0,100.0,50.012
1648575000,100.0,100.0,50.312056737588655
1648575060,100.0,100.0,54.57364341085271
1648575120,100.0,100.0,51.04477611940298
1648575180,100.0,100.0,55.37869565217634
1648575240,100.0,100.0,49.59848484848485
1648575300,100.0,100.0,54.98484848484848
1648575360,100.0,100.0,52.14227642276423
1648575420,100.0,100.0,52.94583333333333
1648575480,100.0,100.0,52.37132352941177
1648575540,100.0,100.0,52.85206611570325
1648575600,100.0,100.0,51.02706766917363
1648575660,100.0,100.0,54.42521008403048
1648575720,100.0,100.0,50.91538461538462
1648575780,100.0,100.0,51.756
1648575840,100.0,100.0,53.776
1648575900,100.0,100.0,49.98770491803279
1648575960,100.0,100.0,53.59055118110236
1648576020,100.0,100.0,51.963235294117645
1648576080,100.0,100.0,52.833333333333336
1648576140,100.0,100.0,54.30076923076994
1648576200,100.0,100.0,54.73484848484848
1648576260,100.0,100.0,60.08816793892988
1648576320,100.0,100.0,58.53854961832274
1648576380,100.0,100.0,67.22412280702
1648576440,100.0,100.0,60.238888888889626
1648576500,100.0,100.0,63.89772727272727
1648576560,100.0,100.0,52.71374045801527
1648576620,100.0,100.0,56.70742187499855
1648576680,100.0,100.0,48.01538461538462
1648576740,100.0,100.0,54.28039999999851
1648576800,100.0,100.0,50.92635658914729
1648576860,100.0,100.0,50.92635658914729
1648576920,100.0,100.0,54.62313432835821
1648576980,100.0,100.0,50.66793893129771
1648577040,100.0,100.0,51.47286821705426
1648577100,100.0,100.0,52.57391304347826
1648577160,100.0,100.0,53.390845070422536
1648577220,100.0,100.0,51.6862903225814
1648577280,100.0,100.0,54.33050847457627
1648577340,100.0,100.0,52.89316239316239
1648577400,100.0,100.0,54.6015625
1648577460,100.0,100.0,48.98503937007948
1648577520,100.0,100.0,52.87096774193548
1648577580,100.0,100.0,53.63839285714285
1648577640,100.0,100.0,51.18320610687023
1648577700,100.0,100.0,51.85365853658536
1648577760,100.0,100.0,56.29448529411628
1648577820,100.0,100.0,53.60964912280702
1648577880,100.0,100.0,50.59701492537314
1648577940,100.0,100.0,55.18893442622798
1648578000,100.0,100.0,51.73093525179923
1648578060,100.0,100.0,51.30952380952381
1648578120,100.0,100.0,53.74576271186441
1648578180,100.0,100.0,52.359375
1648578240,100.0,100.0,51.67896825396677
1648578300,100.0,100.0,53.71923076923077
1648578360,100.0,100.0,50.37169117646922
1648578420,100.0,100.0,55.34230769230769
1648578480,100.0,100.0,51.41860465116279
1648578540,100.0,100.0,51.582089552238806
1648578600,100.0,100.0,52.613821138211385
1648578660,100.0,100.0,53.950000000004366
1648578720,100.0,100.0,54.384
1648578780,100.0,100.0,50.073170731707314
1648578840,100.0,100.0,51.01219512195122
1648578900,100.0,100.0,53.44915254237288
1648578960,100.0,100.0,52.21848739495798
1648579020,100.0,100.0,51.29166666666666
