timestamp,rr,sr,mrt
1648569600,100.0,100.0,0.0
1648569660,100.0,100.0,0.0
1648569720,100.0,100.0,0.0
1648569780,100.0,100.0,0.0
1648569840,100.0,100.0,0.0
1648569900,100.0,100.0,0.0
1648569960,100.0,100.0,0.0
1648570020,100.0,100.0,0.0
1648570080,100.0,100.0,0.0
1648570140,100.0,100.0,0.0
1648570200,100.0,100.0,0.0
1648570260,100.0,100.0,0.0
1648570320,100.0,100.0,0.0
1648570380,100.0,100.0,0.0
1648570440,100.0,100.0,0.0
1648570500,100.0,100.0,0.0
1648570560,100.0,100.0,0.0
1648570620,100.0,100.0,0.0
1648570680,100.0,100.0,0.0
1648570740,100.0,100.0,0.0
1648570800,100.0,100.0,0.0
1648570860,100.0,100.0,0.0
1648570920,100.0,100.0,0.0
1648570980,100.0,100.0,0.0
1648571040,100.0,100.0,0.0
1648571100,100.0,100.0,0.0
1648571160,100.0,100.0,0.0
1648571220,100.0,100.0,0.0
1648571280,100.0,100.0,0.0
1648571340,100.0,100.0,0.0
1648571400,100.0,100.0,0.0
1648571460,100.0,100.0,0.0
1648571520,100.0,100.0,0.0
1648571580,100.0,100.0,0.0
1648571640,100.0,100.0,0.0
1648571700,100.0,100.0,0.0
1648571760,100.0,100.0,0.0
1648571820,100.0,100.0,0.0
1648571880,100.0,100.0,0.0
1648571940,100.0,100.0,0.0
1648572000,100.0,100.0,0.0
1648572060,100.0,100.0,0.0
1648572120,100.0,100.0,0.0
1648572180,100.0,100.0,0.0
1648572240,100.0,100.0,0.0
1648572300,100.0,100.0,0.0
1648572360,100.0,100.0,0.0
1648572420,100.0,100.0,0.0
1648572480,100.0,100.0,0.0
1648572540,100.0,100.0,0.0
1648572600,100.0,100.0,0.0
1648572660,100.0,100.0,0.0
1648572720,100.0,100.0,0.0
1648572780,100.0,100.0,0.0
1648572840,100.0,100.0,0.0
1648572900,100.0,100.0,0.0
1648572960,100.0,100.0,0.0
1648573020,100.0,100.0,0.0
1648573080,100.0,100.0,0.0
1648573140,100.0,100.0,0.0
1648573200,100.0,100.0,0.0
1648573260,100.0,100.0,0.0
1648573320,100.0,100.0,0.0
1648573380,100.0,100.0,0.0
1648573440,100.0,100.0,0.0
1648573500,100.0,100.0,0.0
1648573560,100.0,100.0,0.0
1648573620,100.0,100.0,0.0
1648573680,100.0,100.0,0.0
1648573740,100.0,100.0,0.0
1648573800,100.0,100.0,0.0
1648573860,100.0,100.0,0.0
1648573920,100.0,100.0,0.0
1648573980,100.0,100.0,0.0
1648574040,100.0,100.0,0.0
1648574100,100.0,100.0,0.0
1648574160,100.0,100.0,0.0
1648574220,100.0,100.0,0.0
1648574280,100.0,100.0,0.0
1648574340,100.0,100.0,0.0
1648574400,100.0,100.0,0.0
1648574460,100.0,100.0,0.0
1648574520,100.0,100.0,0.0
1648574580,100.0,100.0,0.0
1648574640,100.0,100.0,0.0
1648574700,100.0,100.0,0.0
1648574760,100.0,100.0,0.0
1648574820,100.0,100.0,0.0
1648574880,100.0,100.0,0.0
1648574940,100.0,100.0,0.0
1648575000,100.0,100.0,0.0
1648575060,100.0,100.0,0.0
1648575120,100.0,100.0,0.0
1648575180,100.0,100.0,0.0
1648575240,100.0,100.0,0.0
1648575300,100.0,100.0,0.0
1648575360,100.0,100.0,0.0
1648575420,100.0,100.0,0.0
1648575480,100.0,100.0,0.0
1648575540,100.0,100.0,0.0
1648575600,100.0,100.0,0.0
1648575660,100.0,100.0,0.0
1648575720,100.0,100.0,0.0
1648575780,100.0,100.0,0.0
1648575840,100.0,100.0,0.0
1648575900,100.0,100.0,0.0
1648575960,100.0,100.0,0.0
1648576020,100.0,100.0,0.0
1648576080,100.0,100.0,0.0
1648576140,100.0,100.0,0.0
1648576200,100.0,100.0,0.0
1648576260,100.0,100.0,0.0
1648576320,100.0,100.0,0.0
1648576380,100.0,100.0,0.0
1648576440,100.0,100.0,0.0
1648576500,100.0,100.0,0.0
1648576560,100.0,100.0,0.0
1648576620,100.0,100.0,0.0
1648576680,100.0,100.0,0.0
1648576740,100.0,100.0,0.0
1648576800,100.0,100.0,0.0
1648576860,100.0,100.0,0.0
1648576920,100.0,100.0,0.0
1648576980,100.0,100.0,0.0
1648577040,100.0,100.0,0.0
1648577100,100.0,100.0,0.0
1648577160,100.0,100.0,0.0
1648577220,100.0,100.0,0.0
1648577280,100.0,100.0,0.0
1648577340,100.0,100.0,0.0
1648577400,100.0,100.0,0.0
1648577460,100.0,100.0,0.0
1648577520,100.0,100.0,0.0
1648577580,100.0,100.0,0.0
1648577640,100.0,100.0,0.0
1648577700,100.0,100.0,0.0
1648577760,100.0,100.0,0.0
1648577820,100.0,100.0,0.0
1648577880,100.0,100.0,0.0
1648577940,100.0,100.0,0.0
1648578000,100.0,100.0,0.0
1648578060,100.0,100.0,0.0
1648578120,100.0,100.0,0.0
1648578180,100.0,100.0,0.0
1648578240,100.0,100.0,0.0
1648578300,100.0,100.0,0.0
1648578360,100.0,100.0,0.0
1648578420,100.0,100.0,0.0
1648578480,100.0,100.0,0.0
1648578540,100.0,100.0,0.0
1648578600,100.0,100.0,0.0
1648578660,100.0,100.0,0.0
1648578720,100.0,100.0,0.0
1648578780,100.0,100.0,0.0
1648578840,100.0,100.0,0.0
1648578900,100.0,100.0,0.0
1648578960,100.0,100.0,0.0
1648579020,100.0,100.0,0.0
1648579080,100.0,100.0,0.0
1648579140,100.0,100.0,0.0
1648579200,100.0,100.0,0.0
1648579260,100.0,100.0,0.0
1648579320,100.0,100.0,0.0
1648579380,100.0,100.0,0.0
1648579440,100.0,100.0,0.0
1648579500,100.0,100.0,0.0
1648579560,100.0,100.0,0.0
1648579620,100.0,100.0,0.0
1648579680,100.0,100.0,0.0
1648579740,100.0,100.0,0.0
1648579800,100.0,100.0,0.0
1648579860,100.0,100.0,0.0
1648579920,100.0,100.0,0.0
1648579980,100.0,100.0,0.0
1648580040,100.0,100.0,0.0
1648580100,100.0,100.0,0.0
1648580160,100.0,100.0,0.0
1648580220,100.0,100.0,0.0
1648580280,100.0,100.0,0.0
1648580340,100.0,100.0,0.0
1648580400,100.0,100.0,0.0
1648580460,100.0,100.0,0.0
1648580520,100.0,100.0,0.0
1648580580,100.0,100.0,0.0
1648580640,100.0,100.0,0.0
1648580700,100.0,100.0,0.0
1648580760,100.0,100.0,0.0
1648580820,100.0,100.0,0.0
1648580880,100.0,100.0,0.0
1648580940,100.0,100.0,0.0
