timestamp,system.cpu.iowait,system.load.5,system.disk.pct_usage,system.net.tcp.out_segs,system.io.r_await,system.fs.inodes.used,system.swap.used,system.io.util,system.os.nofile.current,system.io.r_s,system.mem.used,system.swap.so,system.swap.si,system.cpu.user,system.swap.free,system.net.udp.in_errors,system.net.tcp.retrans_segs,system.mem.pct_usage,system.cpu.system,system.disk.total,system.net.packets_in.count,system.net.udp.rcv_buf_errors,system.udp.connect.num,system.io.w_s,system.mem.real.used,system.net.packets_out.count,system.fs.inodes.in_use,system.load.1,system.cpu.pct_usage,system.io.svctm,system.disk.readonly,system.fs.inodes.free,system.load.15,system.swap.total,system.io.avg_q_sz,system.mem.usable,system.fs.inodes.total,system.disk.free,system.process.zombie.num,system.io.await,system.os.nofile.max,system.net.udp.snd_buf_errors,system.mem.total,system.net.tcp.in_segs,system.io.rkb_s,system.tcp.retrans_pct,system.mem.real.pct_useage,system.swap.used_pct,system.disk.used,system.net.packets_in.error,system.net.packets_out.error,system.io.w_await,system.os.nofile.used_pct,system.net.udp.in_datagrams,system.net.udp.out_datagrams
1648558080,3.75,2.27,68.84,80.2,3.6,4812142.0,0.0,49.85,8832.0,302.0,14830.0,0.0,0.0,4.74,0.0,0.0,0.0,46.17,5.76,20297080832.0,188.62,0.0,10.0,27.0,-1.0,185.97,0.47,2.59,14.25,0.76,0.0,16174413141.33,2.05,0.0,2.06,-1.0,16179224576.0,4145757184.0,106.0,3.38,6553600.0,0.0,32117.0,57.69,123672.0,0.01,46.13,0.0,16142869845.33,0.0,0.0,0.95,0.135,1261.15,4.1
1648541700,0.04,1.14,69.03,83.9,0.0,4810544.0,0.0,1.3,8832.0,0.0,14798.0,0.0,0.0,4.33,0.0,0.0,0.02,46.08,4.9,20297080832.0,187.9,0.0,10.0,33.5,-1.0,186.18,0.47,1.47,9.26,0.19,0.0,16244165290.67,0.91,0.0,0.04,-1.0,16248976725.33,4161769813.33,100.0,0.76,6553600.0,0.0,32117.0,60.12,0.0,0.01,47.13,0.0,16126857216.0,0.0,0.0,0.76,0.135,1275.2,3.88
1648525320,3.53,1.42,68.84,82.08,3.38,4807245.33,0.0,47.55,8928.0,304.5,14838.0,0.0,0.0,4.37,0.0,0.0,0.0,46.2,5.53,20297080832.0,197.41,0.0,10.0,0.0,-1.0,198.26,0.47,1.41,13.43,0.78,0.0,16225166677.33,1.5,0.0,1.91,-1.0,16229974016.0,4158241109.33,98.0,3.38,6553600.0,0.0,32117.0,59.48,124256.0,0.01,46.45,0.0,16130383872.0,0.0,0.0,0.0,0.136,1330.42,3.57
1648508940,3.99,2.27,68.48,74.49,3.67,4795916.0,0.0,49.9,8736.0,301.5,15046.0,0.0,0.0,3.8,0.0,0.0,0.0,46.85,5.02,20297080832.0,116.57,0.0,11.0,29.5,-1.0,111.95,0.47,2.67,12.82,0.75,0.0,16614947498.67,2.01,0.0,2.08,-1.0,16619743914.67,4255857664.0,94.0,3.39,6553600.0,0.0,32117.0,55.53,124160.0,0.01,46.3,0.0,16032769365.33,0.0,0.0,0.44,0.133,770.24,2.61
1648492560,0.02,1.25,68.45,75.42,0.0,4794128.33,0.0,1.0,8768.0,0.0,14690.0,0.0,0.0,5.79,0.0,0.0,0.0,45.74,3.88,20297080832.0,118.08,0.0,11.0,18.0,14878.0,115.11,0.47,0.58,9.69,0.28,0.0,16677197141.33,1.33,0.0,0.01,17427.0,16681992192.0,4271304362.67,88.0,0.78,6553600.0,0.0,32117.0,55.83,0.0,0.01,46.32,0.0,16017321984.0,0.0,0.0,0.78,0.134,807.85,2.87
1648566300,3.05,1.45,68.15,75.87,3.64,4812989.33,0.0,49.6,8736.0,302.0,14787.0,0.0,0.0,3.22,0.0,0.0,0.0,46.04,5.12,20646606165.33,104.25,0.0,10.0,17.5,-1.0,98.83,0.47,1.61,11.38,0.77,0.0,17401240234.67,1.53,0.0,2.06,-1.0,17406053034.67,4451993941.33,106.0,3.46,6553600.0,0.0,32117.0,56.87,124160.0,0.01,46.34,0.0,16186157738.67,0.0,0.0,0.49,0.133,664.38,3.13
1648549920,3.89,1.77,68.93,86.75,3.62,4811326.0,0.0,48.0,8864.0,290.0,14808.0,0.0,0.0,4.52,0.0,0.0,0.02,46.11,5.75,20297080832.0,210.74,0.0,10.0,23.5,-1.0,208.54,0.47,1.48,14.16,0.76,0.0,16210707797.33,1.81,0.0,2.0,-1.0,16215520597.33,4154155690.67,105.0,3.43,6553600.0,0.0,32117.0,61.78,120962.0,0.01,46.35,0.0,16134470314.67,0.0,0.0,1.25,0.135,1434.17,5.22
1648533540,3.43,2.34,68.9,81.1,3.68,4809229.0,0.0,49.85,8736.0,298.5,14831.0,0.0,0.0,3.94,0.0,0.0,0.0,46.18,5.45,20297080832.0,184.52,0.0,10.0,20.5,-1.0,181.94,0.47,2.39,12.82,0.78,0.0,16168684202.67,2.17,0.0,2.07,-1.0,16173492906.67,4144026965.33,99.0,3.5,6553600.0,0.0,32117.0,58.54,123656.0,0.01,47.25,0.0,16144598357.33,0.0,0.0,0.83,0.133,1199.16,3.9
1648517160,3.71,2.33,68.64,75.97,3.66,4800216.67,0.0,49.7,8800.0,298.0,15054.0,0.0,0.0,3.57,0.0,0.0,0.0,46.87,5.06,20297080832.0,121.74,0.0,11.0,15.0,14927.0,118.03,0.47,2.09,12.34,0.8,0.0,16518059349.33,2.05,0.0,2.05,17062.0,16522859861.33,4231172437.33,98.0,3.53,6553600.0,0.0,32117.0,56.87,123384.0,0.01,46.47,0.0,16057453226.67,0.0,0.0,0.83,0.134,822.72,2.87
1648500780,5.43,1.46,68.59,74.0,16.17,4794801.67,0.0,47.9,8768.0,370.5,15091.0,0.0,0.0,3.49,0.0,0.0,0.0,46.99,4.15,20297080832.0,106.91,0.0,11.0,18.0,-1.0,102.58,0.47,1.66,13.07,0.62,0.0,16651567104.0,1.2,0.0,11.82,-1.0,16656360789.33,4264222037.33,93.0,15.46,6553600.0,0.0,32117.0,55.78,124996.0,0.01,45.99,0.0,16024402602.67,0.0,0.0,0.68,0.134,717.62,2.28
