timestamp,container_network_receive_MB.eth0,container_network_transmit_errors.eth0,container_network_receive_packets_dropped.eth0,container_network_transmit_MB.eth0,container_fs_reads./dev/vda1,container_fs_reads./dev/vda,container_memory_usage_MB,container_memory_rss,container_fs_sector_reads./dev/vda1,container_ulimits_soft.max_open_files,container_last_seen,container_fs_writes_MB./dev/vda,container_spec_cpu_period,container_tasks_state.running,container_tasks_state.iowaiting,container_tasks_state.stopped,container_tasks_state.uninterruptible,container_tasks_state.sleeping,container_fs_read_seconds./dev/vda1,container_fs_reads_MB./dev/vda,container_spec_memory_reservation_limit_MB,container_fs_reads_merged./dev/vda1,container_cpu_user_seconds,container_fs_write_seconds./dev/vda1,container_threads_max,container_spec_cpu_quota,container_file_descriptors,container_cpu_cfs_periods,container_fs_usage_MB./dev/vda1,container_fs_writes./dev/vda,container_fs_writes./dev/vda1,container_memory_working_set_MB,container_sockets,container_spec_memory_swap_limit_MB,container_fs_sector_writes./dev/vda1,container_memory_swap,container_fs_limit_MB./dev/vda1,container_memory_max_usage_MB,container_memory_failcnt,container_network_transmit_packets.eth0,container_fs_io_time_seconds./dev/vda1,container_cpu_load_average_10s,container_fs_inodes_free./dev/vda1,container_network_transmit_packets_dropped.eth0,container_fs_writes_merged./dev/vda1,container_cpu_cfs_throttled_periods,container_threads,container_fs_inodes./dev/vda1,container_network_receive_errors.eth0,container_memory_mapped_file,container_spec_memory_limit_MB,container_memory_failures.container.pgmajfault,container_memory_failures.container.pgfault,container_memory_failures.hierarchy.pgmajfault,container_memory_failures.hierarchy.pgfault,container_spec_cpu_shares,container_fs_io_time_weighted_seconds./dev/vda1,container_start_time_seconds,container_memory_cache,container_cpu_usage_seconds,container_cpu_cfs_throttled_seconds,container_fs_io_current./dev/vda1,container_network_receive_packets.eth0,container_cpu_system_seconds
1648648800,0.33946133,0.0,0.0,0.44162273,0.0,0.0,82.08203,39538690.0,0.0,1048576.0,1648648800.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,11.0,49.0,49.48828,0.0,0.0,79.48047,5.0,1025.0,0.0,0.0,604630.75,1025.0039,6.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,270336.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,26181632.0,0.028426548,0.0,0.0,417.0,0.0
1648648860,0.33946133,0.0,0.0,0.44162273,0.0,0.0,82.08203,39538690.0,0.0,1048576.0,1648649000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,11.0,49.0,49.48828,0.0,0.0,79.48047,5.0,1025.0,0.0,0.0,604630.75,1025.0039,6.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,270336.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,26181632.0,0.028426548,0.0,0.0,417.0,0.0
1648648920,0.33451462,0.0,0.0,0.43761873,0.0,0.0,82.08203,39538690.0,0.0,1048576.0,1648649000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,11.0,49.5,49.48828,0.0,0.0,79.48047,5.0,1025.0,0.0,0.0,604630.75,1025.0039,6.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,270336.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,26181632.0,0.029522775,0.0,0.0,375.5,0.01
1648648980,0.025697231,0.0,0.0,0.41971397,0.0,0.0,82.08203,39538690.0,0.0,1048576.0,1648649000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,11.0,47.5,49.48828,0.0,0.0,79.48047,5.0,1025.0,0.0,0.0,604630.75,1025.0039,6.0,199.5,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,270336.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,26181632.0,0.028802384,0.0,0.0,294.0,0.005
1648649040,0.025010586,0.0,0.0,0.41984606,0.0,0.0,82.078125,39538690.0,0.0,1048576.0,1648649100.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,40000.0,11.0,57.5,49.48828,0.0,0.0,79.21875,5.0,1025.0,0.0,0.0,604630.75,1025.0039,6.0,190.5,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,270336.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,26046464.0,0.029049344,0.0,0.0,302.0,0.005
1648649100,0.02346754,0.0,0.0,0.41721964,0.0,0.0,82.078125,39538690.0,0.0,1048576.0,1648649100.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,11.0,48.5,49.48828,0.0,0.0,79.21875,5.0,1025.0,0.0,0.0,604630.75,1025.0039,6.0,182.5,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,270336.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,26046464.0,0.031086229,0.0,0.0,283.0,0.0
1648649160,0.02516985,0.0,0.0,0.41885662,0.0,0.0,82.078125,39538690.0,0.0,1048576.0,1648649200.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,11.0,52.0,49.48828,0.0,0.0,79.08984,5.0,1025.0,0.0,0.0,604630.75,1025.0039,6.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,270336.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,26046464.0,0.029781755,0.0,0.0,309.0,0.005
1648649220,0.024858952,0.0,0.0,0.41945744,0.0,0.0,82.078125,39538690.0,0.0,1048576.0,1648649200.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,11.0,49.0,49.48828,0.0,0.0,79.08984,5.0,1025.0,0.0,0.0,604630.75,1025.0039,6.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,270336.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,26046464.0,0.02688503,0.0,0.0,290.0,0.005
1648649280,0.026720047,0.0,0.0,0.42051697,0.0,0.0,82.078125,39538690.0,0.0,1048576.0,1648649300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,11.0,56.0,49.492188,0.0,0.0,79.08984,5.0,1025.0,0.0,0.0,604630.75,1025.0039,6.0,198.5,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,270336.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,26046464.0,0.033167332,0.0,0.0,310.5,0.01
1648649340,0.026756287,0.0,0.0,0.42082977,0.0,0.0,82.078125,39538690.0,0.0,1048576.0,1648649300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,11.0,50.5,49.492188,0.0,0.0,79.08984,5.0,1025.0,0.0,0.0,604630.75,1025.0039,6.0,201.5,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,270336.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,26046464.0,0.030763483,0.0,0.0,318.5,0.005
