timestamp,container_network_receive_MB.eth0,container_network_transmit_errors.eth0,container_network_receive_packets_dropped.eth0,container_network_transmit_MB.eth0,container_fs_reads./dev/vda1,container_fs_reads./dev/vda,container_memory_usage_MB,container_memory_rss,container_fs_sector_reads./dev/vda1,container_ulimits_soft.max_open_files,container_last_seen,container_fs_writes_MB./dev/vda,container_spec_cpu_period,container_tasks_state.running,container_tasks_state.iowaiting,container_tasks_state.stopped,container_tasks_state.uninterruptible,container_tasks_state.sleeping,container_fs_read_seconds./dev/vda1,container_fs_reads_MB./dev/vda,container_spec_memory_reservation_limit_MB,container_fs_reads_merged./dev/vda1,container_cpu_user_seconds,container_fs_write_seconds./dev/vda1,container_threads_max,container_spec_cpu_quota,container_file_descriptors,container_cpu_cfs_periods,container_fs_usage_MB./dev/vda1,container_fs_writes./dev/vda,container_fs_writes./dev/vda1,container_memory_working_set_MB,container_sockets,container_spec_memory_swap_limit_MB,container_fs_sector_writes./dev/vda1,container_memory_swap,container_fs_limit_MB./dev/vda1,container_memory_max_usage_MB,container_memory_failcnt,container_network_transmit_packets.eth0,container_fs_io_time_seconds./dev/vda1,container_cpu_load_average_10s,container_fs_inodes_free./dev/vda1,container_network_transmit_packets_dropped.eth0,container_fs_writes_merged./dev/vda1,container_cpu_cfs_throttled_periods,container_threads,container_fs_inodes./dev/vda1,container_network_receive_errors.eth0,container_memory_mapped_file,container_spec_memory_limit_MB,container_memory_failures.container.pgmajfault,container_memory_failures.container.pgfault,container_memory_failures.hierarchy.pgmajfault,container_memory_failures.hierarchy.pgfault,container_spec_cpu_shares,container_fs_io_time_weighted_seconds./dev/vda1,container_start_time_seconds,container_memory_cache,container_cpu_usage_seconds,container_cpu_cfs_throttled_seconds,container_fs_io_current./dev/vda1,container_network_receive_packets.eth0,container_cpu_system_seconds
1648648800,0.040075302,0.0,0.0,2.6582713,0.0,28620.5,127.890625,33472512.0,0.0,1048576.0,1648648800.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,9056.445,0.0,0.0,0.03,0.0,0.0,20000.0,17.0,638.0,1040.084,0.0,0.0,57.23633,3.0,128.0,0.0,0.0,604630.75,128.0039,21.0,305.5,0.0,0.0,0.0,0.0,0.0,1.5,61.0,0.0,0.0,7704576.0,128.0,0.0,29023.5,0.0,29023.5,102.0,0.0,1647144400.0,83384320.0,5.9323864,0.09073673,0.0,498.0,5.85
1648648860,0.040075302,0.0,0.0,2.6582713,0.0,28620.5,127.90039,33474560.0,0.0,1048576.0,1648649000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,9056.445,0.0,0.0,0.03,0.0,0.0,20000.0,17.0,638.0,1040.0859,0.0,0.0,57.410156,3.0,128.0,0.0,0.0,604630.75,128.0039,21.0,305.5,0.0,0.0,0.0,0.0,0.0,1.5,61.0,0.0,0.0,7704576.0,128.0,0.0,29023.5,0.0,29023.5,102.0,0.0,1647144400.0,83347460.0,5.9323864,0.09073673,0.0,498.0,5.85
1648648920,0.052250385,0.0,0.0,2.6921911,0.0,22847.5,127.890625,33556480.0,0.0,1048576.0,1648649000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,7268.8086,0.0,0.0,0.035,0.0,0.0,20000.0,17.0,523.5,1040.0859,0.0,0.0,57.19922,3.0,128.0,0.0,0.0,604630.75,128.0039,21.0,388.5,0.0,0.0,0.0,0.0,0.0,2.5,61.0,0.0,0.0,7704576.0,128.0,0.0,22275.0,0.0,22275.0,102.0,0.0,1647144400.0,83419140.0,4.938024,0.17803445,0.0,598.5,4.82
1648648980,0.041588783,0.0,0.0,2.656128,0.0,25838.5,127.92383,33361920.0,0.0,1048576.0,1648649000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,8604.283,0.0,0.0,0.04,0.0,0.0,20000.0,17.0,610.5,1040.0879,0.0,0.0,57.273438,3.0,128.0,0.0,0.0,604630.75,128.0039,21.0,299.5,0.0,0.0,0.0,0.0,0.0,2.0,61.0,0.0,0.0,7907328.0,128.0,0.0,28858.5,0.0,28858.5,102.0,0.0,1647144400.0,83380220.0,5.432689,0.24105203,0.0,508.5,5.3
1648649040,0.041387558,0.0,0.0,2.665718,0.0,24179.5,127.978516,33511424.0,0.0,1048576.0,1648649100.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,8082.408,0.0,0.0,0.035,0.0,0.0,20000.0,17.0,569.0,1040.0898,0.0,0.0,57.390625,3.0,128.0,0.0,0.0,604630.75,128.0039,21.0,321.0,0.0,0.0,0.0,0.0,0.0,2.0,61.0,0.0,0.0,7974912.0,128.0,0.0,32967.0,0.0,32967.0,102.0,0.0,1647144400.0,83314690.0,5.0687413,0.29378158,0.0,498.5,4.92
1648649100,0.049301147,0.0,0.0,2.6867576,0.0,27910.5,127.890625,33771520.0,0.0,1048576.0,1648649100.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,9267.695,0.0,0.0,0.065,0.0,0.0,20000.0,17.0,671.5,1040.0898,0.0,0.0,57.66797,3.0,128.0,0.0,0.0,604630.75,128.0039,21.0,372.5,0.0,0.0,0.0,0.0,0.0,6.5,61.0,0.0,0.0,8042496.0,128.0,0.0,36333.0,0.0,36333.0,102.0,0.0,1647144400.0,82958340.0,6.267849,0.63153076,0.0,547.0,6.055
1648649160,0.041839123,0.0,0.0,2.6580405,0.0,26224.0,127.88867,33540096.0,0.0,1048576.0,1648649200.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,8575.043,0.0,0.0,0.02,0.0,0.0,20000.0,17.0,600.5,1040.0898,0.0,0.0,57.21875,3.0,128.0,0.0,0.0,604630.75,128.0039,21.0,297.5,0.0,0.0,0.0,0.0,0.0,2.0,61.0,0.0,0.0,8042496.0,128.0,0.0,34650.0,0.0,34650.0,102.0,0.0,1647144400.0,83290110.0,5.436825,0.12088127,0.0,518.5,5.275
1648649220,0.047420025,0.0,0.0,2.681562,0.0,17495.5,127.85547,33409024.0,0.0,1048576.0,1648649200.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,5736.086,0.0,0.0,0.025,0.0,0.0,20000.0,17.0,526.0,1040.0918,0.0,0.0,57.20117,3.0,128.0,0.0,0.0,604630.75,128.0039,21.0,365.0,0.0,0.0,0.0,0.0,0.0,2.5,61.0,0.0,0.0,8177664.0,128.0,0.0,20641.5,0.0,20641.5,102.0,0.0,1647144400.0,83515390.0,3.6424332,0.19621077,0.0,549.5,3.525
1648649280,0.045984745,0.0,0.0,3.3275614,0.0,14408.5,127.865234,33601536.0,0.0,1048576.0,1648649300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,4627.504,0.0,0.0,0.02,0.0,0.0,20000.0,17.0,599.5,1040.0938,0.0,0.0,57.146484,3.0,128.0,0.0,0.0,604630.75,128.0039,21.0,352.0,0.0,0.0,0.0,0.0,0.0,1.5,61.0,0.0,0.0,8110080.0,128.0,0.0,16054.5,0.0,16054.5,102.0,0.0,1647144400.0,83451900.0,2.9897087,0.11242089,0.0,562.0,2.925
1648649340,0.03895569,0.0,0.0,2.0108562,0.0,14536.5,127.9082,33325056.0,0.0,1048576.0,1648649300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,4557.91,0.0,0.0,0.035,0.0,0.0,20000.0,17.0,606.5,1040.0938,0.0,0.0,57.41211,3.0,128.0,0.0,0.0,604630.75,128.0039,21.0,306.5,0.0,0.0,0.0,0.0,0.0,2.5,61.0,0.0,0.0,8110080.0,128.0,0.0,13579.5,0.0,13579.5,102.0,0.0,1647144400.0,83286020.0,3.034609,0.31089115,0.0,456.5,2.95
