timestamp,container_network_receive_MB.eth0,container_network_transmit_errors.eth0,container_network_receive_packets_dropped.eth0,container_network_transmit_MB.eth0,container_network_transmit_packets.eth0,container_network_transmit_packets_dropped.eth0,container_network_receive_errors.eth0,container_network_receive_packets.eth0
1648648800,0.05453205,0.0,0.0,0.08474445,331.0,0.0,0.0,577.0
1648648860,0.05453205,0.0,0.0,0.08474445,331.0,0.0,0.0,577.0
1648648920,0.061763287,0.0,0.0,0.10703945,369.0,0.0,0.0,671.0
1648648980,0.052172184,0.0,0.0,0.101065636,320.0,0.0,0.0,569.5
1648649040,0.061589718,0.0,0.0,0.12412691,364.5,0.0,0.0,666.0
1648649100,0.053639412,0.0,0.0,0.10160923,324.0,0.0,0.0,579.5
1648649160,0.057431698,0.0,0.0,0.10527372,354.0,0.0,0.0,621.0
1648649220,0.046220303,0.0,0.0,0.062644005,281.0,0.0,0.0,502.0
1648649280,0.058918953,0.0,0.0,0.10531187,352.0,0.0,0.0,634.0
1648649340,0.05718851,0.0,0.0,0.120803356,337.5,0.0,0.0,624.0
1648649400,0.34791327,0.0,0.0,0.14158678,427.0,0.0,0.0,718.5
1648649460,0.34778643,0.0,0.0,0.10689497,419.5,0.0,0.0,724.0
1648649520,0.057064056,0.0,0.0,0.1037817,338.0,0.0,0.0,607.0
1648649580,0.060411453,0.0,0.0,0.12372589,366.0,0.0,0.0,659.0
1648649640,0.054845333,0.0,0.0,0.08500385,327.0,0.0,0.0,585.5
1648649700,0.0512619,0.0,0.0,0.10056591,308.0,0.0,0.0,551.0
1648649760,0.06549454,0.0,0.0,0.12625647,394.0,0.0,0.0,702.5
1648649820,0.06223297,0.0,0.0,0.107008934,367.5,0.0,0.0,668.0
1648649880,0.053081512,0.0,0.0,0.101468086,319.5,0.0,0.0,569.0
1648649940,0.061917305,0.0,0.0,0.10695219,368.0,0.0,0.0,667.5
1648650000,0.048974037,0.0,0.0,0.08184004,295.5,0.0,0.0,536.5
1648650060,0.06158161,0.0,0.0,0.12382841,367.5,0.0,0.0,662.5
1648650120,0.047703266,0.0,0.0,0.08109522,286.0,0.0,0.0,517.5
1648650180,0.059806824,0.0,0.0,0.12308693,362.5,0.0,0.0,645.5
1648650240,0.052919865,0.0,0.0,0.084395885,320.0,0.0,0.0,576.0
1648650300,0.057264805,0.0,0.0,0.12157583,341.5,0.0,0.0,620.0
1648650360,0.054876328,0.0,0.0,0.08561134,335.0,0.0,0.0,595.5
1648650420,0.05334282,0.0,0.0,0.10184288,319.0,0.0,0.0,579.5
1648650480,0.06507778,0.0,0.0,0.12586975,387.0,0.0,0.0,700.0
1648650540,0.054698467,0.0,0.0,0.10223341,325.5,0.0,0.0,595.5
1648650600,0.058884144,0.0,0.0,0.10942507,346.5,0.0,0.0,625.5
1648650660,0.064501286,0.0,0.0,0.11297989,380.5,0.0,0.0,689.5
1648650720,0.045220375,0.0,0.0,0.07948208,272.0,0.0,0.0,488.0
1648650780,0.06527519,0.0,0.0,0.12559652,384.5,0.0,0.0,697.5
1648650840,0.060409546,0.0,0.0,0.105884075,362.5,0.0,0.0,646.5
1648650900,0.049403667,0.0,0.0,0.08242941,298.5,0.0,0.0,542.0
1648650960,0.05340433,0.0,0.0,0.10176754,324.5,0.0,0.0,577.0
