timestamp,container_network_receive_MB.eth0,container_network_transmit_errors.eth0,container_network_receive_packets_dropped.eth0,container_network_transmit_MB.eth0,container_fs_reads./dev/vda1,container_fs_reads./dev/vda,container_memory_usage_MB,container_memory_rss,container_fs_sector_reads./dev/vda1,container_ulimits_soft.max_open_files,container_last_seen,container_fs_writes_MB./dev/vda,container_spec_cpu_period,container_tasks_state.running,container_tasks_state.iowaiting,container_tasks_state.stopped,container_tasks_state.uninterruptible,container_tasks_state.sleeping,container_fs_read_seconds./dev/vda1,container_fs_reads_MB./dev/vda,container_spec_memory_reservation_limit_MB,container_fs_reads_merged./dev/vda1,container_cpu_user_seconds,container_fs_write_seconds./dev/vda1,container_threads_max,container_spec_cpu_quota,container_file_descriptors,container_cpu_cfs_periods,container_fs_usage_MB./dev/vda1,container_fs_writes./dev/vda,container_fs_writes./dev/vda1,container_memory_working_set_MB,container_sockets,container_spec_memory_swap_limit_MB,container_fs_sector_writes./dev/vda1,container_memory_swap,container_fs_limit_MB./dev/vda1,container_memory_max_usage_MB,container_memory_failcnt,container_network_transmit_packets.eth0,container_fs_io_time_seconds./dev/vda1,container_cpu_load_average_10s,container_fs_inodes_free./dev/vda1,container_network_transmit_packets_dropped.eth0,container_fs_writes_merged./dev/vda1,container_cpu_cfs_throttled_periods,container_threads,container_fs_inodes./dev/vda1,container_network_receive_errors.eth0,container_memory_mapped_file,container_spec_memory_limit_MB,container_memory_failures.container.pgmajfault,container_memory_failures.container.pgfault,container_memory_failures.hierarchy.pgmajfault,container_memory_failures.hierarchy.pgfault,container_spec_cpu_shares,container_fs_io_time_weighted_seconds./dev/vda1,container_start_time_seconds,container_memory_cache,container_cpu_usage_seconds,container_cpu_cfs_throttled_seconds,container_fs_io_current./dev/vda1,container_network_receive_packets.eth0,container_cpu_system_seconds
1648648800,0.024053574,0.0,0.0,0.4182372,0.0,0.0,80.83203,37744640.0,0.0,1048576.0,1648648800.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,10.0,45.5,49.46875,0.0,0.0,78.97266,4.0,1025.0,0.0,0.0,604630.75,1025.0039,4.0,183.5,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,1216512.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,27095040.0,0.025469106,0.0,0.0,289.5,0.01
1648648860,0.024053574,0.0,0.0,0.4182372,0.0,0.0,80.83203,37744640.0,0.0,1048576.0,1648649000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,10.0,45.5,49.46875,0.0,0.0,78.97266,4.0,1025.0,0.0,0.0,604630.75,1025.0039,4.0,183.5,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,1216512.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,27095040.0,0.025469106,0.0,0.0,289.5,0.01
1648648920,0.027092457,0.0,0.0,0.4202609,0.0,0.0,80.83203,37744640.0,0.0,1048576.0,1648649000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,10.0,31.0,49.46875,0.0,0.0,78.97266,4.0,1025.0,0.0,0.0,604630.75,1025.0039,4.0,205.5,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,1216512.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,27095040.0,0.018473346,0.0,0.0,335.0,0.005
1648648980,0.021966934,0.0,0.0,0.41723633,0.0,0.0,80.83203,37744640.0,0.0,1048576.0,1648649000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,40000.0,10.0,54.5,49.46875,0.0,0.0,78.97266,4.0,1025.0,0.0,0.0,604630.75,1025.0039,4.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,1216512.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,27095040.0,0.029266223,0.0,0.0,262.0,0.005
1648649040,0.024289608,0.0,0.0,0.4183693,0.0,0.0,80.828125,37744640.0,0.0,1048576.0,1648649100.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,10.0,40.5,49.470703,0.0,0.0,78.96875,4.0,1025.0,0.0,0.0,604630.75,1025.0039,4.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,1216512.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,27095040.0,0.023542143,0.0,0.0,297.0,0.01
1648649100,0.026686192,0.0,0.0,0.42019367,0.0,0.0,80.828125,37744640.0,0.0,1048576.0,1648649100.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,40000.0,10.0,46.0,49.472656,0.0,0.0,78.83984,4.0,1025.0,0.0,0.0,604630.75,1025.0039,4.0,204.5,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,1216512.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,27095040.0,0.025207194,0.0,0.0,320.5,0.01
1648649160,0.020261288,0.0,0.0,0.41372156,0.0,0.0,80.828125,37744640.0,0.0,1048576.0,1648649200.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,10.0,39.0,49.472656,0.0,0.0,78.646484,4.0,1025.0,0.0,0.0,604630.75,1025.0039,4.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,1216512.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,27095040.0,0.02196516,0.0,0.0,253.5,0.0
1648649220,0.026809216,0.0,0.0,0.42034006,0.0,0.0,80.828125,37744640.0,0.0,1048576.0,1648649200.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,10.0,40.0,49.472656,0.0,0.0,78.58203,4.0,1025.0,0.0,0.0,604630.75,1025.0039,4.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,1216512.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,27095040.0,0.023958396,0.0,0.0,319.5,0.01
1648649280,0.027849197,0.0,0.0,0.42161083,0.0,0.0,80.828125,37744640.0,0.0,1048576.0,1648649300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,40000.0,10.0,43.0,49.472656,0.0,0.0,78.58203,4.0,1025.0,0.0,0.0,604630.75,1025.0039,4.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,1216512.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,27095040.0,0.025520628,0.0,0.0,323.0,0.0
1648649340,0.02056694,0.0,0.0,0.41378546,0.0,0.0,80.828125,37744640.0,0.0,1048576.0,1648649300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,40000.0,10.0,32.5,49.472656,0.0,0.0,78.58203,4.0,1025.0,0.0,0.0,604630.75,1025.0039,4.0,156.5,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,1216512.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,27095040.0,0.01876279,0.0,0.0,255.5,0.0
