timestamp,container_network_receive_MB.eth0,container_network_transmit_errors.eth0,container_network_receive_packets_dropped.eth0,container_network_transmit_MB.eth0,container_network_transmit_packets.eth0,container_network_transmit_packets_dropped.eth0,container_network_receive_errors.eth0,container_network_receive_packets.eth0
1648648800,0.02888155,0.0,0.0,0.106833935,223.0,0.0,0.0,370.5
1648648860,0.02888155,0.0,0.0,0.106833935,223.0,0.0,0.0,370.5
1648648920,0.026371956,0.0,0.0,0.08736515,201.0,0.0,0.0,342.5
1648648980,0.02769804,0.0,0.0,0.08869219,216.0,0.0,0.0,351.5
1648649040,0.025518894,0.0,0.0,0.08696604,196.5,0.0,0.0,332.5
1648649100,0.025061607,0.0,0.0,0.086668015,193.0,0.0,0.0,320.5
1648649160,0.027905464,0.0,0.0,0.0888319,217.0,0.0,0.0,354.0
1648649220,0.025526047,0.0,0.0,0.06986761,199.5,0.0,0.0,332.0
1648649280,0.026978016,0.0,0.0,0.105093,205.0,0.0,0.0,347.5
1648649340,0.025585175,0.0,0.0,0.086857796,194.5,0.0,0.0,331.0
1648649400,0.028298855,0.0,0.0,0.08915758,221.0,0.0,0.0,359.0
1648649460,0.029223442,0.0,0.0,0.10632372,219.0,0.0,0.0,378.0
1648649520,0.025531769,0.0,0.0,0.086987495,196.5,0.0,0.0,326.0
1648649580,0.30665016,0.0,0.0,0.066203594,208.5,0.0,0.0,315.5
1648649640,0.31483746,0.0,0.0,0.10653305,270.0,0.0,0.0,416.0
1648649700,0.029521465,0.0,0.0,0.10715437,227.0,0.0,0.0,376.5
1648649760,0.023870945,0.0,0.0,0.0858798,184.0,0.0,0.0,307.5
1648649820,0.029822826,0.0,0.0,0.10724449,230.0,0.0,0.0,384.0
1648649880,0.02384758,0.0,0.0,0.051311016,187.5,0.0,0.0,306.5
1648649940,0.031224728,0.0,0.0,0.10778761,235.5,0.0,0.0,387.5
1648650000,0.029304028,0.0,0.0,0.10683632,223.0,0.0,0.0,364.0
1648650060,0.02722025,0.0,0.0,0.08822584,211.0,0.0,0.0,347.5
1648650120,0.023452282,0.0,0.0,0.0683136,181.0,0.0,0.0,306.0
1648650180,0.026117325,0.0,0.0,0.07046366,205.5,0.0,0.0,333.0
1648650240,0.024887562,0.0,0.0,0.08641338,192.5,0.0,0.0,319.5
1648650300,0.030209064,0.0,0.0,0.124978065,232.0,0.0,0.0,385.5
1648650360,0.024904728,0.0,0.0,0.06944561,194.5,0.0,0.0,320.0
1648650420,0.026442528,0.0,0.0,0.08725691,201.5,0.0,0.0,343.5
1648650480,0.027915478,0.0,0.0,0.08849859,214.5,0.0,0.0,358.5
1648650540,0.02591896,0.0,0.0,0.08701134,196.0,0.0,0.0,339.0
1648650600,0.028445244,0.0,0.0,0.09360647,215.5,0.0,0.0,356.5
1648650660,0.023900509,0.0,0.0,0.07318926,180.0,0.0,0.0,303.0
1648650720,0.03024149,0.0,0.0,0.107337,231.5,0.0,0.0,388.0
1648650780,0.023404598,0.0,0.0,0.06822777,179.5,0.0,0.0,303.0
1648650840,0.02539444,0.0,0.0,0.08673668,193.5,0.0,0.0,326.5
1648650900,0.02691555,0.0,0.0,0.08788681,207.0,0.0,0.0,348.0
1648650960,0.03267145,0.0,0.0,0.12664127,251.0,0.0,0.0,415.0
1648651020,0.019680023,0.0,0.0,0.048470974,155.0,0.0,0.0,255.0
1648651080,0.027834892,0.0,0.0,0.088760376,216.5,0.0,0.0,357.0
1648651140,0.02832079,0.0,0.0,0.10609341,217.0,0.0,0.0,365.0
1648651200,0.025940418,0.0,0.0,0.08730459,200.0,0.0,0.0,332.5
1648651260,0.026011467,0.0,0.0,0.08730364,198.0,0.0,0.0,332.5
1648651320,0.029254436,0.0,0.0,0.10690689,226.0,0.0,0.0,376.0
1648651380,0.02579403,0.0,0.0,0.08686304,196.5,0.0,0.0,330.5
1648651440,0.60330915,0.0,0.0,0.1240325,319.5,0.0,0.0,461.0
1648651500,0.025476933,0.0,0.0,0.07005644,199.0,0.0,0.0,325.0
1648651560,0.023450375,0.0,0.0,0.06825304,182.5,0.0,0.0,303.5
1648651620,0.028582096,0.0,0.0,0.10640335,220.5,0.0,0.0,364.5
1648651680,0.0283947,0.0,0.0,0.10635328,219.0,0.0,0.0,361.0
1648651740,0.023516178,0.0,0.0,0.068572044,185.0,0.0,0.0,305.5
1648651800,0.027656555,0.0,0.0,0.08857918,214.5,0.0,0.0,351.5
1648651860,0.025053978,0.0,0.0,0.08679867,194.0,0.0,0.0,322.5
1648651920,0.029540062,0.0,0.0,0.08947563,223.0,0.0,0.0,351.5
1648651980,0.025898933,0.0,0.0,0.069900036,199.5,0.0,0.0,335.5
1648652040,0.027787209,0.0,0.0,0.10533571,208.0,0.0,0.0,358.0
1648652100,0.02577734,0.0,0.0,0.0875268,202.5,0.0,0.0,325.5
1648652160,0.02828598,0.0,0.0,0.10607767,216.5,0.0,0.0,367.0
1648652220,0.026135445,0.0,0.0,0.08745575,201.5,0.0,0.0,337.5
1648652280,0.022576332,0.0,0.0,0.05039215,174.5,0.0,0.0,290.5
1648652340,0.028394222,0.0,0.0,0.0888381,217.0,0.0,0.0,367.5
1648576800,0.02238369,0.0,0.0,0.06780863,175.5,0.0,0.0,286.0
1648576860,0.02238369,0.0,0.0,0.06780863,175.5,0.0,0.0,286.0
1648576920,0.026150703,0.0,0.0,0.069664955,199.0,0.0,0.0,341.5
1648576980,0.027702332,0.0,0.0,0.10585165,213.5,0.0,0.0,354.5
1648577040,0.02692461,0.0,0.0,0.087842464,206.0,0.0,0.0,349.0
