timestamp,container_network_receive_MB.eth0,container_network_transmit_errors.eth0,container_network_receive_packets_dropped.eth0,container_network_transmit_MB.eth0,container_fs_reads./dev/vda1,container_fs_reads./dev/vda,container_memory_usage_MB,container_memory_rss,container_fs_sector_reads./dev/vda1,container_ulimits_soft.max_open_files,container_last_seen,container_fs_writes_MB./dev/vda,container_spec_cpu_period,container_tasks_state.running,container_tasks_state.iowaiting,container_tasks_state.stopped,container_tasks_state.uninterruptible,container_tasks_state.sleeping,container_fs_read_seconds./dev/vda1,container_fs_reads_MB./dev/vda,container_spec_memory_reservation_limit_MB,container_fs_reads_merged./dev/vda1,container_cpu_user_seconds,container_fs_write_seconds./dev/vda1,container_threads_max,container_spec_cpu_quota,container_file_descriptors,container_cpu_cfs_periods,container_fs_usage_MB./dev/vda1,container_fs_writes./dev/vda,container_fs_writes./dev/vda1,container_memory_working_set_MB,container_sockets,container_spec_memory_swap_limit_MB,container_fs_sector_writes./dev/vda1,container_memory_swap,container_fs_limit_MB./dev/vda1,container_memory_max_usage_MB,container_memory_failcnt,container_network_transmit_packets.eth0,container_fs_io_time_seconds./dev/vda1,container_cpu_load_average_10s,container_fs_inodes_free./dev/vda1,container_network_transmit_packets_dropped.eth0,container_fs_writes_merged./dev/vda1,container_cpu_cfs_throttled_periods,container_threads,container_fs_inodes./dev/vda1,container_network_receive_errors.eth0,container_memory_mapped_file,container_spec_memory_limit_MB,container_memory_failures.container.pgmajfault,container_memory_failures.container.pgfault,container_memory_failures.hierarchy.pgmajfault,container_memory_failures.hierarchy.pgfault,container_spec_cpu_shares,container_fs_io_time_weighted_seconds./dev/vda1,container_start_time_seconds,container_memory_cache,container_cpu_usage_seconds,container_cpu_cfs_throttled_seconds,container_fs_io_current./dev/vda1,container_network_receive_packets.eth0,container_cpu_system_seconds
1648648800,0.026107311,0.0,0.0,0.54770947,0.0,1239.0,127.92578,67268610.0,0.0,1048576.0,1648648800.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,392.5,0.0,0.0,16.365,0.0,0.0,20000.0,32.0,536.0,636.60547,0.0,0.0,78.1543,2.0,128.0,0.0,0.0,604630.75,128.0039,11.0,192.0,0.0,0.0,0.0,0.0,0.0,536.0,64.0,0.0,0.0,135168.0,128.0,0.0,16.5,0.0,16.5,102.0,0.0,1648164200.0,52543490.0,10.716794,821.41583,0.0,317.5,0.75
1648648860,0.026107311,0.0,0.0,0.54770947,0.0,1239.0,127.96875,67108864.0,0.0,1048576.0,1648649000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,392.5,0.0,0.0,16.365,0.0,0.0,20000.0,32.0,536.0,636.60547,0.0,0.0,78.20508,2.0,128.0,0.0,0.0,604630.75,128.0039,11.0,192.0,0.0,0.0,0.0,0.0,0.0,536.0,64.0,0.0,0.0,135168.0,128.0,0.0,16.5,0.0,16.5,102.0,0.0,1648164200.0,52623360.0,10.716794,821.41583,0.0,317.5,0.75
1648648920,0.024873734,0.0,0.0,0.54681444,0.0,1160.5,127.93359,67151870.0,0.0,1048576.0,1648649000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,374.375,0.0,0.0,17.855,0.0,0.0,20000.0,32.5,583.5,636.60547,0.0,0.0,78.45117,2.0,128.0,0.0,0.0,604630.75,128.0039,11.0,183.5,0.0,0.0,0.0,0.0,0.0,583.5,64.0,0.0,0.0,0.0,128.0,0.0,1666.5,0.0,1666.5,102.0,0.0,1648164200.0,52557824.0,11.682993,890.7786,0.0,306.0,0.765
1648648980,0.0244627,0.0,0.0,0.54780483,0.0,1164.0,127.98633,65943550.0,0.0,1048576.0,1648649000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,394.375,0.0,0.0,18.65,0.0,0.0,20000.0,32.0,611.5,636.60547,0.0,0.0,76.84961,2.0,128.0,0.0,0.0,604630.75,128.0039,11.0,193.5,0.0,0.0,0.0,0.0,0.0,611.5,64.0,0.0,0.0,0.0,128.0,0.0,2343.0,0.0,2343.0,102.0,0.0,1648164200.0,54243330.0,12.231353,920.6746,0.0,303.0,0.745
1648649040,0.021952152,0.0,0.0,0.5451913,0.0,1045.0,127.896484,67559420.0,0.0,1048576.0,1648649100.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,363.75,0.0,0.0,19.08,0.0,0.0,20000.0,32.0,627.0,636.60547,0.0,0.0,77.93945,2.0,128.0,0.0,0.0,604630.75,128.0039,11.0,166.0,0.0,0.0,0.0,0.0,0.0,627.0,64.0,0.0,0.0,0.0,128.0,0.0,412.5,0.0,412.5,102.0,0.0,1648164200.0,52889600.0,12.544281,928.67224,0.0,279.5,0.74
1648649100,0.021830082,0.0,0.0,0.545465,0.0,1195.0,127.953125,67481600.0,0.0,1048576.0,1648649100.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,19.155,0.0,0.0,20000.0,32.0,631.5,636.60547,0.0,0.0,77.81641,2.0,128.0,0.0,0.0,604630.75,128.0039,11.0,169.5,0.0,0.0,0.0,0.0,0.0,631.5,64.0,0.0,0.0,135168.0,128.0,0.0,2640.0,0.0,2640.0,102.0,0.0,1648164200.0,53260290.0,12.629032,933.3233,0.0,274.0,0.78
1648649160,0.023439884,0.0,0.0,0.546473,0.0,1044.0,127.89453,67446780.0,0.0,1048576.0,1648649200.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,342.5,0.0,0.0,16.005,0.0,0.0,20000.0,32.0,523.5,636.60547,0.0,0.0,77.93359,2.0,128.0,0.0,0.0,604630.75,128.0039,11.0,179.5,0.0,0.0,0.0,0.0,0.0,523.5,64.0,0.0,0.0,135168.0,128.0,0.0,1402.5,0.0,1402.5,102.0,0.0,1648164200.0,53239810.0,10.464925,777.9738,0.0,294.0,0.69
1648649220,0.024378777,0.0,0.0,0.54692316,0.0,1313.5,127.91211,67276800.0,0.0,1048576.0,1648649200.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,436.875,0.0,0.0,20.48,0.0,0.0,20000.0,32.0,669.0,636.60547,0.0,0.0,77.69336,2.0,128.0,0.0,0.0,604630.75,128.0039,11.0,184.0,0.0,0.0,0.0,0.0,0.0,669.0,64.0,0.0,0.0,135168.0,128.0,0.0,1468.5,0.0,1468.5,102.0,0.0,1648164200.0,53262336.0,13.377212,1003.02747,0.0,309.0,0.89
1648649280,0.024308205,0.0,0.0,0.5470562,0.0,1147.5,127.90234,67219460.0,0.0,1048576.0,1648649300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,366.875,0.0,0.0,18.095,0.0,0.0,20000.0,32.0,591.5,636.60547,0.0,0.0,77.427734,2.0,128.0,0.0,0.0,604630.75,128.0039,11.0,186.5,0.0,0.0,0.0,0.0,0.0,591.5,64.0,0.0,0.0,0.0,128.0,0.0,1716.0,0.0,1716.0,102.0,0.0,1648164200.0,53387264.0,11.835423,876.35535,0.0,308.0,0.77
1648649340,0.024091244,0.0,0.0,0.54692554,0.0,1217.0,127.93359,67379200.0,0.0,1048576.0,1648649300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,381.25,0.0,0.0,18.6,0.0,0.0,20000.0,32.0,604.5,636.60547,0.0,0.0,77.93945,2.0,128.0,0.0,0.0,604630.75,128.0039,11.0,186.0,0.0,0.0,0.0,0.0,0.0,604.5,64.0,0.0,0.0,67584.0,128.0,0.0,841.5,0.0,841.5,102.0,0.0,1648164200.0,52975616.0,12.090403,898.7673,0.0,307.5,0.805
