timestamp,container_network_receive_MB.eth0,container_network_transmit_errors.eth0,container_network_receive_packets_dropped.eth0,container_network_transmit_MB.eth0,container_fs_reads./dev/vda1,container_fs_reads./dev/vda,container_memory_usage_MB,container_memory_rss,container_fs_sector_reads./dev/vda1,container_ulimits_soft.max_open_files,container_last_seen,container_fs_writes_MB./dev/vda,container_spec_cpu_period,container_tasks_state.running,container_tasks_state.iowaiting,container_tasks_state.stopped,container_tasks_state.uninterruptible,container_tasks_state.sleeping,container_fs_read_seconds./dev/vda1,container_fs_reads_MB./dev/vda,container_spec_memory_reservation_limit_MB,container_fs_reads_merged./dev/vda1,container_cpu_user_seconds,container_fs_write_seconds./dev/vda1,container_threads_max,container_spec_cpu_quota,container_file_descriptors,container_cpu_cfs_periods,container_fs_usage_MB./dev/vda1,container_fs_writes./dev/vda,container_fs_writes./dev/vda1,container_memory_working_set_MB,container_sockets,container_spec_memory_swap_limit_MB,container_fs_sector_writes./dev/vda1,container_memory_swap,container_fs_limit_MB./dev/vda1,container_memory_max_usage_MB,container_memory_failcnt,container_network_transmit_packets.eth0,container_fs_io_time_seconds./dev/vda1,container_cpu_load_average_10s,container_fs_inodes_free./dev/vda1,container_network_transmit_packets_dropped.eth0,container_fs_writes_merged./dev/vda1,container_cpu_cfs_throttled_periods,container_threads,container_fs_inodes./dev/vda1,container_network_receive_errors.eth0,container_memory_mapped_file,container_spec_memory_limit_MB,container_memory_failures.container.pgmajfault,container_memory_failures.container.pgfault,container_memory_failures.hierarchy.pgmajfault,container_memory_failures.hierarchy.pgfault,container_spec_cpu_shares,container_fs_io_time_weighted_seconds./dev/vda1,container_start_time_seconds,container_memory_cache,container_cpu_usage_seconds,container_cpu_cfs_throttled_seconds,container_fs_io_current./dev/vda1,container_network_receive_packets.eth0,container_cpu_system_seconds
1648648800,0.032088596,0.0,0.0,3.0104456,0.0,48211.0,127.9375,38731776.0,0.0,65536.0,1648648800.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,14996.223,0.0,0.0,0.04,0.0,0.0,20000.0,18.0,618.5,2513.4668,0.0,0.0,60.83203,4.0,128.0,0.0,0.0,604630.75,128.0039,6.0,297.66666,0.0,0.0,0.0,0.0,0.0,9.0,67.0,0.0,0.0,6690816.0,128.0,115.5,66775.5,115.5,66775.5,102.0,0.0,1647144400.0,77799420.0,8.964669,0.63048714,0.0,311.33334,8.845
1648648860,0.032088596,0.0,0.0,3.0104456,0.0,48211.0,127.89258,38600704.0,0.0,65536.0,1648648800.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,14996.223,0.0,0.0,0.04,0.0,0.0,20000.0,18.0,618.5,2513.4688,0.0,0.0,60.873047,4.0,128.0,0.0,0.0,604630.75,128.0039,6.0,297.66666,0.0,0.0,0.0,0.0,0.0,9.0,67.0,0.0,0.0,7028736.0,128.0,115.5,66775.5,115.5,66775.5,102.0,0.0,1647144400.0,78059520.0,8.964669,0.63048714,0.0,311.33334,8.845
1648648920,0.032376926,0.0,0.0,3.7397943,0.0,47452.5,127.93164,38709250.0,0.0,65536.0,1648649000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,14764.316,0.0,0.0,0.03,0.0,0.0,20000.0,18.5,608.5,2513.4688,0.0,0.0,61.064453,4.5,128.0,0.0,0.0,604630.75,128.0039,6.0,321.33334,0.0,0.0,0.0,0.0,0.0,4.0,67.0,0.0,0.0,7096320.0,128.0,82.5,65224.5,82.5,65224.5,102.0,0.0,1647144400.0,77877250.0,8.701963,0.12443407,0.0,355.16666,8.61
1648648980,0.03950262,0.0,0.0,3.0319605,0.0,49967.5,127.91992,38944770.0,0.0,65536.0,1648649000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,15539.354,0.0,0.0,0.055,0.0,0.0,20000.0,18.0,642.0,2513.4688,0.0,0.0,60.964844,4.0,128.0,0.0,0.0,604630.75,128.0039,6.0,361.5,0.0,0.0,0.0,0.0,0.0,6.5,67.0,0.0,0.0,7299072.0,128.0,82.5,69580.5,82.5,69580.5,102.0,0.0,1647144400.0,77973500.0,9.0597515,0.98465407,0.0,384.0,8.87
1648649040,0.040150642,0.0,0.0,3.0316162,0.0,47307.0,127.93164,38328320.0,0.0,65536.0,1648649100.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,14701.572,0.0,0.0,0.07,0.0,0.0,20000.0,18.0,606.5,2513.4707,0.0,0.0,60.751953,4.0,128.0,0.0,0.0,604630.75,128.0039,6.0,365.0,0.0,0.0,0.0,0.0,0.0,8.5,67.0,0.0,0.0,6893568.0,128.0,115.5,65620.5,115.5,65620.5,102.0,0.0,1647144400.0,78292990.0,8.58915,1.0005285,0.0,383.5,8.355
1648649100,0.025589466,0.0,0.0,2.99681,0.0,43853.0,127.890625,38449150.0,0.0,65536.0,1648649100.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,13637.059,0.0,0.0,0.035,0.0,0.0,20000.0,18.0,563.0,2513.4727,0.0,0.0,60.61133,4.0,128.0,0.0,0.0,604630.75,128.0039,6.0,245.0,0.0,0.0,0.0,0.0,0.0,3.0,67.0,0.0,0.0,6623232.0,128.0,99.0,61297.5,99.0,61297.5,102.0,0.0,1647144400.0,78446590.0,8.03849,0.25101104,0.0,266.0,7.875
1648649160,0.021579742,0.0,0.0,2.245337,0.0,37446.0,127.890625,38113280.0,0.0,65536.0,1648649200.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,11649.412,0.0,0.0,0.03,0.0,0.0,20000.0,18.0,480.5,2513.4727,0.0,0.0,60.648438,4.0,128.0,0.0,0.0,604630.75,128.0039,6.0,207.5,0.0,0.0,0.0,0.0,0.0,4.5,67.0,0.0,0.0,6623232.0,128.0,181.5,52156.5,181.5,52156.5,102.0,0.0,1647144400.0,78348290.0,6.9097657,0.30413255,0.0,238.0,6.785
1648649220,0.03834502,0.0,0.0,3.0282621,0.0,45364.332,127.904945,38113280.0,0.0,65536.0,1648649200.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,14113.16,0.0,0.0,0.033333335,0.0,0.0,20000.0,18.0,582.0,2513.4727,0.0,0.0,60.43099,4.0,128.0,0.0,0.0,604630.75,128.0039,6.0,350.66666,0.0,0.0,0.0,0.0,0.0,9.0,67.0,0.0,0.0,7208960.0,128.0,99.0,61534.0,99.0,61534.0,102.0,0.0,1647144400.0,78580390.0,8.500413,0.4340761,0.0,374.33334,8.413333
1648649280,0.037077267,0.0,0.0,3.7602515,0.0,47346.668,127.95703,38432770.0,0.0,65536.0,1648649300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,14722.391,0.0,0.0,0.036666665,0.0,0.0,20000.0,18.0,607.0,2513.4727,0.0,0.0,60.445312,4.0,128.0,0.0,0.0,604630.75,128.0039,6.0,355.33334,0.0,0.0,0.0,0.0,0.0,8.0,67.0,0.0,0.0,7028736.0,128.0,33.0,66803.0,33.0,66803.0,102.0,0.0,1647144400.0,78553090.0,8.784339,0.3533424,0.0,383.66666,8.586667
1648649340,0.020614624,0.0,0.0,2.2442737,0.0,42914.0,127.94401,38853292.0,0.0,65536.0,1648649300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,13347.999,0.0,0.0,0.06666667,0.0,0.0,20000.0,18.0,551.0,2513.4766,0.0,0.0,61.216145,4.0,128.0,0.0,0.0,604630.75,128.0039,6.0,201.0,0.0,0.0,0.0,0.0,0.0,6.6666665,67.0,0.0,0.0,7344128.0,128.0,55.0,58806.0,55.0,58806.0,102.0,0.0,1647144400.0,77828100.0,7.9231234,0.7818019,0.0,232.0,7.8333335
