timestamp,system.cpu.iowait,system.load.5,system.disk.pct_usage,system.net.tcp.out_segs,system.io.r_await,system.fs.inodes.used,system.swap.used,system.io.util,system.os.nofile.current,system.io.r_s,system.mem.used,system.swap.so,system.swap.si,system.cpu.user,system.swap.free,system.net.udp.in_errors,system.net.tcp.retrans_segs,system.mem.pct_usage,system.cpu.system,system.disk.total,system.net.packets_in.count,system.net.udp.rcv_buf_errors,system.udp.connect.num,system.io.w_s,system.mem.real.used,system.net.packets_out.count,system.fs.inodes.in_use,system.load.1,system.cpu.pct_usage,system.io.svctm,system.disk.readonly,system.fs.inodes.free,system.load.15,system.swap.total,system.io.avg_q_sz,system.mem.usable,system.fs.inodes.total,system.disk.free,system.process.zombie.num,system.io.await,system.os.nofile.max,system.net.udp.snd_buf_errors,system.mem.total,system.net.tcp.in_segs,system.io.rkb_s,system.tcp.retrans_pct,system.mem.real.pct_useage,system.swap.used_pct,system.disk.used,system.net.packets_in.error,system.net.packets_out.error,system.io.w_await,system.os.nofile.used_pct,system.net.udp.in_datagrams,system.net.udp.out_datagrams
1648803840,3.39,1.8,68.64,81.62,3.71,4867462.67,0.0,48.0,8832.0,291.5,14862.0,0.0,0.0,4.72,0.0,0.0,0.0,46.27,5.49,20996131498.67,196.07,0.0,11.0,19.5,-1.0,194.1,0.47,1.37,13.59,0.77,0.0,17124816213.33,1.74,0.0,2.06,-1.0,17129683626.67,4382718634.67,174.0,3.56,6553600.0,0.0,32117.0,59.05,120184.0,0.01,46.8,0.0,16604958720.0,0.0,0.0,1.25,0.135,1347.65,4.37
1648787460,3.41,1.62,68.54,82.7,3.71,4865744.67,0.0,49.9,8864.0,302.5,14923.0,0.0,0.0,4.44,0.0,0.0,0.0,46.46,5.68,20996131498.67,197.51,0.0,10.0,20.5,15007.0,196.32,0.47,1.53,13.54,0.77,0.0,17206446762.67,1.74,0.0,2.13,17193.0,17211311445.33,4403308544.0,172.0,3.53,6553600.0,0.0,32117.0,59.12,124664.0,0.01,46.73,0.0,16584366762.67,0.0,0.0,0.88,0.135,1386.9,3.95
1648771080,3.8,1.71,68.37,74.32,3.72,4853528.0,0.0,50.0,8800.0,301.5,14920.0,0.0,0.0,3.25,0.0,0.0,0.0,46.46,5.01,20996131498.67,115.05,0.0,10.0,0.0,-1.0,109.97,0.47,1.31,12.06,0.83,0.0,17573212160.0,1.77,0.0,2.09,-1.0,17578065920.0,4494289237.33,164.0,3.72,6553600.0,0.0,32117.0,55.77,124544.0,0.01,46.43,0.0,16493386410.67,0.0,0.0,0.0,0.134,756.73,2.9
1648754700,3.27,2.0,68.35,75.33,3.72,4852180.33,0.0,49.85,8928.0,295.0,14945.0,0.0,0.0,3.65,0.0,0.0,0.0,46.53,5.05,20996131498.67,115.33,0.0,10.0,21.5,-1.0,111.4,0.47,2.19,11.97,0.79,0.0,17627915605.33,1.97,0.0,2.07,-1.0,17632768000.0,4507816618.67,158.0,3.53,6553600.0,0.0,32117.0,56.02,122104.0,0.01,46.77,0.0,16479860053.33,0.0,0.0,0.8,0.136,767.65,3.27
1648828440,4.02,1.45,68.93,74.92,3.67,4870157.67,0.0,49.8,8800.0,298.0,15512.0,0.0,0.0,4.24,0.0,0.0,0.0,48.3,5.19,20996131498.67,119.19,0.0,10.0,16.5,-1.0,116.19,0.47,1.75,13.46,0.79,0.0,16761888768.0,1.43,0.0,2.05,-1.0,16766758912.0,4292017834.67,177.0,3.51,6553600.0,0.0,32117.0,56.07,123676.0,0.01,46.7,0.0,16695659178.67,0.0,0.0,0.62,0.134,853.0,3.0
1648812060,3.69,1.9,68.76,84.53,3.62,4868589.33,0.0,49.9,8768.0,297.5,15558.0,0.0,0.0,4.16,0.0,0.0,0.0,48.44,5.31,20996131498.67,223.78,0.0,11.0,52.0,14935.0,221.73,0.47,2.44,13.16,0.71,0.0,17055884629.33,1.91,0.0,2.04,16559.0,17060753408.0,4365086037.33,174.0,3.19,6553600.0,0.0,32117.0,60.43,124182.0,0.01,46.5,0.0,16622590634.67,0.0,0.0,0.75,0.134,1505.98,5.9
1648795680,4.2,1.94,68.65,80.38,3.72,4866510.33,0.0,49.55,8832.0,298.0,14913.0,0.0,0.0,6.11,0.0,0.0,0.0,46.43,5.53,20996131498.67,195.16,0.0,11.0,30.5,-1.0,194.11,0.47,1.24,15.84,0.75,0.0,17118221653.33,2.0,0.0,2.13,-1.0,17123087701.33,4381074090.67,172.0,3.49,6553600.0,0.0,32117.0,58.68,124296.0,0.01,46.53,0.0,16606602581.33,0.0,0.0,1.25,0.135,1370.85,3.05
1648779300,3.59,1.7,68.69,78.93,3.55,4859702.67,0.0,44.85,8896.0,281.5,14968.0,0.0,0.0,4.03,0.0,0.0,0.0,46.6,5.54,20996131498.67,157.3,0.0,10.0,19.0,-1.0,153.22,0.47,1.23,13.16,0.75,0.0,17295843328.0,1.76,0.0,1.88,-1.0,17300702549.33,4424388266.67,169.0,3.39,6553600.0,0.0,32117.0,57.95,112876.0,0.01,46.69,0.0,16563288746.67,0.0,0.0,1.08,0.136,1045.0,3.55
1648762920,3.27,1.43,68.27,75.37,3.62,4852741.0,0.0,49.85,8800.0,306.0,14934.0,0.0,0.0,3.56,0.0,0.0,0.02,46.5,5.3,20996131498.67,118.65,0.0,10.0,23.0,-1.0,115.09,0.47,1.39,12.13,0.76,0.0,17599732394.67,1.49,0.0,2.09,-1.0,17604586154.67,4501385898.67,164.0,3.42,6553600.0,0.0,32117.0,56.78,124820.0,0.01,46.52,0.0,16486290773.33,0.0,0.0,0.76,0.134,830.73,3.25
1648746540,3.71,1.47,68.27,74.73,3.74,4851486.0,0.0,49.9,8896.0,299.0,14921.0,0.0,0.0,6.02,0.0,0.0,0.0,46.46,5.18,20996131498.67,111.35,0.0,12.0,0.0,-1.0,105.85,0.47,1.27,14.91,0.83,0.0,17641148416.0,1.59,0.0,2.09,-1.0,17646000810.67,4511569237.33,152.0,3.74,6553600.0,0.0,32117.0,55.72,123016.0,0.01,46.54,0.0,16476106752.0,0.0,0.0,0.0,0.136,682.7,3.27
1648820280,4.36,2.5,69.1,78.35,3.69,4868531.0,0.0,49.8,8864.0,300.0,15494.0,0.0,0.0,3.94,0.0,0.0,0.0,48.24,5.33,20996131498.67,180.95,0.0,11.0,13.5,-1.0,185.72,0.47,3.35,13.64,0.8,0.0,16678225237.33,1.96,0.0,2.09,-1.0,16683092650.67,4270485504.0,174.0,3.57,6553600.0,0.0,32117.0,58.3,123656.0,0.01,46.59,0.0,16717190485.33,0.0,0.0,0.85,0.135,1495.17,3.33
1648803900,3.66,2.02,68.64,80.28,3.63,4867473.67,0.0,49.85,8768.0,297.0,14870.0,0.0,0.0,4.98,0.0,0.0,0.0,46.3,5.8,20996131498.67,199.9,0.0,11.0,21.0,-1.0,197.49,0.47,2.28,14.44,0.79,0.0,17123774464.0,1.82,0.0,2.05,-1.0,17128641877.33,4382446250.67,174.0,3.46,6553600.0,0.0,32117.0,57.55,122128.0,0.01,46.83,0.0,16605229056.0,0.0,0.0,1.15,0.134,1358.78,3.92
1648787520,4.1,1.56,68.55,81.72,3.7,4865958.33,0.0,49.8,8896.0,302.0,15010.0,0.0,0.0,4.41,0.0,0.0,0.0,46.74,5.57,20996131498.67,190.6,0.0,10.0,18.0,-1.0,187.62,0.47,1.35,14.08,0.78,0.0,17205507413.33,1.71,0.0,2.1,-1.0,17210373461.33,4403062101.33,172.0,3.54,6553600.0,0.0,32117.0,58.73,124160.0,0.01,46.7,0.0,16584613888.0,0.0,0.0,0.86,0.136,1297.68,3.92
1648771140,3.46,1.58,68.37,74.82,3.68,4853462.33,0.0,49.9,8768.0,299.5,14906.0,0.0,0.0,6.39,0.0,0.0,0.0,46.41,5.23,20996131498.67,110.66,0.0,10.0,14.0,-1.0,105.71,0.47,1.11,15.08,0.8,0.0,17572859904.0,1.72,0.0,2.06,-1.0,17577713664.0,4494196394.67,164.0,3.55,6553600.0,0.0,32117.0,56.02,124296.0,0.01,46.38,0.0,16493479253.33,0.0,0.0,0.82,0.134,736.42,2.87
1648754760,3.31,2.18,68.35,71.97,3.69,4852181.33,0.0,50.0,8832.0,299.0,14920.0,0.0,0.0,3.92,0.0,0.0,0.0,46.46,5.11,20996131498.67,108.88,0.0,10.0,0.0,14998.0,102.55,0.47,2.82,12.35,0.83,0.0,17628606464.0,2.03,0.0,2.07,17196.0,17633458858.67,4507984554.67,158.0,3.69,6553600.0,0.0,32117.0,53.8,124160.0,0.01,46.7,0.0,16479692117.33,0.0,0.0,0.0,0.135,684.43,2.25
1648828500,4.02,1.66,68.9,74.42,3.66,4869504.0,0.0,49.7,8832.0,302.0,15511.0,0.0,0.0,3.89,0.0,0.0,0.0,48.3,5.08,20996131498.67,125.52,0.0,10.0,21.0,-1.0,122.82,0.47,2.09,12.99,0.77,0.0,16797402453.33,1.5,0.0,2.09,-1.0,16802271232.0,4300891136.0,177.0,3.47,6553600.0,0.0,32117.0,55.27,124242.0,0.01,46.69,0.0,16686785877.33,0.0,0.0,0.68,0.135,893.22,2.72
1648812120,3.67,2.04,68.76,82.88,3.72,4868619.33,0.0,49.7,8768.0,301.0,15554.0,0.0,0.0,6.89,0.0,0.0,0.0,48.43,5.44,20996131498.67,207.52,0.0,11.0,25.5,-1.0,205.59,0.47,2.4,16.0,0.76,0.0,17056145408.0,1.96,0.0,2.14,-1.0,17061014186.67,4365155669.33,174.0,3.52,6553600.0,0.0,32117.0,60.15,124160.0,0.01,46.49,0.0,16622521002.67,0.0,0.0,1.2,0.134,1439.38,3.67
