timestamp,rr,sr,mrt
1648483200,100.0,100.0,3.387323943661972
1648483260,100.0,100.0,3.387323943661972
1648483320,100.0,96.62921348314607,2009.0612359550585
1648483380,100.0,98.93617021276596,636.1760638297753
1648483440,100.0,100.0,3.5824468085106385
1648483500,100.0,100.0,3.306701030927835
1648483560,100.0,100.0,3.647191011263162
1648483620,100.0,100.0,3.4688172042570127
1648483680,100.0,100.0,3.2781609195744856
1648483740,100.0,100.0,3.3737373737373737
1648483800,100.0,100.0,3.5675824175865114
1648483860,100.0,100.0,3.4693548386936546
1648483920,100.0,100.0,3.362500000036865
1648483980,100.0,100.0,3.3040816326416573
1648484040,100.0,100.0,3.413186813162251
1648484100,100.0,100.0,3.3312499999786573
1648484160,100.0,100.0,3.383333333339756
1648484220,100.0,100.0,3.444680851101479
1648484280,100.0,100.0,3.3284946236539112
1648484340,100.0,100.0,3.3376288659697804
1648484400,100.0,100.0,3.501648351642211
1648484460,100.0,100.0,3.178804347828112
1648484520,100.0,100.0,3.3426966292239477
1648484580,100.0,100.0,3.407738095238096
1648484640,100.0,100.0,3.512637362631222
1648484700,100.0,100.0,3.4357954545412213
1648484760,100.0,100.0,3.4028409091247758
1648484820,100.0,100.0,3.3021052631402488
1648484880,100.0,100.0,3.3231578947388027
1648484940,100.0,100.0,3.5339080459791523
1648485000,100.0,100.0,3.435937499986418
1648485060,100.0,100.0,3.3755813953575005
1648485120,100.0,100.0,3.107425742570569
1648485180,100.0,100.0,3.504166666684406
1648485240,100.0,100.0,3.2219387755007007
1648485300,100.0,100.0,3.426136363636364
1648485360,100.0,100.0,3.191752577354152
1648485420,100.0,100.0,3.4792134831293247
1648485480,100.0,100.0,3.178504672876307
1648485540,100.0,100.0,3.3614942528542944
1648485600,100.0,100.0,3.3308411215249207
1648485660,100.0,100.0,3.368181818164885
1648485720,100.0,100.0,3.282105263155934
1648485780,100.0,100.0,3.21224489794778
1648485840,100.0,100.0,3.563333333335403
1648485900,100.0,100.0,3.346703296742187
1648485960,100.0,100.0,3.1843750000019404
1648486020,100.0,100.0,3.3521505376243943
1648486080,100.0,100.0,3.0586956521779625
1648486140,100.0,100.0,3.4320652174115507
1648486200,100.0,100.0,3.31804123709996
1648486260,100.0,100.0,3.2914141414103786
1648486320,100.0,100.0,3.3188172042750383
1648486380,100.0,100.0,3.4489247311928097
1648486440,100.0,100.0,3.229213483181646
1648486500,100.0,100.0,3.2119565217188843
1648486560,100.0,100.0,3.351807228917907
1648486620,100.0,100.0,3.3691489361721945
1648486680,100.0,100.0,3.413186813162251
1648486740,100.0,100.0,3.2611111111261626
1648486800,100.0,100.0,3.442391304370097
1648486860,100.0,100.0,3.442391304370097
1648486920,100.0,100.0,3.387209302301757
1648486980,100.0,100.0,3.42111111111525
1648487040,100.0,100.0,3.7076086956380014
1648487100,100.0,100.0,3.4719780219698344
1648487160,100.0,100.0,3.3887323943871848
1648487220,100.0,100.0,3.588207547183869
1648487280,100.0,100.0,3.227976190480625
1648487340,100.0,100.0,3.333823529400808
1648487400,100.0,100.0,3.2559782608371712
1648487460,100.0,100.0,3.3892857143073343
1648487520,100.0,100.0,3.3104166666647266
1648487580,100.0,100.0,3.37241379310773
1648487640,100.0,100.0,3.279310344846855
1648487700,100.0,100.0,3.4686813186854124
1648487760,100.0,100.0,3.4468749999941792
1648487820,100.0,100.0,3.337113402044573
1648487880,100.0,100.0,3.4043010752748257
1648487940,100.0,100.0,3.662941176444292
1648488000,100.0,100.0,3.534020618573983
1648488060,100.0,100.0,3.476404494375744
1648488120,100.0,100.0,3.474747474756882
1648488180,100.0,100.0,3.435164835140273
1648488240,100.0,100.0,3.44784946239964
1648488300,100.0,100.0,3.4858823529280283
1648488360,100.0,100.0,3.488461538453351
1648488420,100.0,100.0,3.5450549450610858
1648488480,100.0,100.0,3.6267676767846098
1648488540,100.0,100.0,3.323563218373677
1648488600,100.0,100.0,3.4775280898876404
1648488660,100.0,100.0,3.551630434792732
1648488720,100.0,100.0,3.41684210526904
1648488780,100.0,100.0,3.6357142856632847
1648488840,100.0,100.0,3.248421052617854
1648488900,100.0,100.0,3.3686170213201896
1648488960,100.0,100.0,3.3347619047743224
1648489020,100.0,100.0,3.5637499999837017
1648489080,100.0,100.0,3.5036842105223944
1648489140,100.0,100.0,3.573493975899126
1648489200,100.0,100.0,3.3177419355018967
1648489260,100.0,100.0,3.4310126582137013
1648489320,100.0,100.0,3.458163265309924
1648489380,100.0,100.0,3.4432584269579207
1648489440,100.0,100.0,3.459999999982354
1648489500,100.0,100.0,3.305232558161193
1648489560,100.0,100.0,3.386224489811124
1648489620,100.0,100.0,3.616336633644925
1648489680,100.0,100.0,3.486979166686069
1648489740,100.0,100.0,3.506435643558824
1648489800,100.0,100.0,3.3259036144443663
1648489860,100.0,100.0,3.4077380952602696
1648489920,100.0,100.0,3.52126436781181
1648489980,100.0,100.0,3.403645833323632
1648490040,100.0,100.0,3.40555555553486
1648490100,100.0,100.0,3.337777777792265
1648490160,100.0,100.0,3.546153846155893
1648490220,100.0,100.0,3.4355421687128493
1648490280,100.0,100.0,3.396039603923512
1648490340,100.0,100.0,3.5394444444527227
1648490400,100.0,100.0,3.424000000009934
1648490460,100.0,100.0,3.424000000009934
1648490520,100.0,100.0,3.488095238095238
1648490580,100.0,100.0,3.439024390232545
1648490640,100.0,100.0,3.348000000016764
1648490700,100.0,100.0,3.609493670867214
1648490760,100.0,100.0,3.4829896907274103
1648490820,100.0,100.0,3.6768750000046566
1648490880,100.0,100.0,3.4377551020636243
1648490940,100.0,100.0,3.248947368395564
1648491000,100.0,100.0,3.3761627906933427
1648491060,100.0,100.0,3.477976190480625
1648491120,100.0,100.0,3.4320224719226697
1648491180,100.0,100.0,3.4422680412217512
1648491240,100.0,100.0,3.270526315801238
1648491300,100.0,100.0,3.4053763440579816
1648491360,100.0,100.0,3.2630952381129776
1648491420,100.0,100.0,3.460526315760064
1648491480,100.0,100.0,3.4528735632333776
1648491540,100.0,100.0,3.487931034506309
1648491600,100.0,100.0,3.315425531889133
1648491660,100.0,100.0,3.2434782608938604
1648491720,100.0,100.0,3.444382022459353
1648491780,100.0,100.0,3.568390804610547
1648491840,100.0,100.0,3.3376288659697804
1648491900,100.0,100.0,3.4300000000186266
1648491960,100.0,100.0,3.4126262626130925
1648492020,100.0,100.0,3.5784946236539112
1648492080,100.0,100.0,3.4365591397909547
1648492140,100.0,100.0,3.320786516830911
1648492200,100.0,100.0,3.2108695652214405
1648492260,100.0,100.0,3.4219101123574576
1648492320,100.0,100.0,3.5156976744251023
1648492380,100.0,100.0,3.4051724138038084
1648492440,100.0,100.0,3.4937500000021164
1648492500,100.0,100.0,3.5300000000020697
1648492560,100.0,100.0,3.2808080807873847
1648492620,100.0,100.0,3.4050000000020697
1648492680,100.0,100.0,3.4477272727209227
1648492740,100.0,100.0,3.1983870967962247
1648492800,100.0,100.0,3.523157894738803
1648492860,100.0,100.0,3.4709677419434954
1648492920,100.0,100.0,3.394623655905967
1648492980,100.0,100.0,3.4747058823485584
1648493040,100.0,100.0,3.4540404040328783
1648493100,100.0,100.0,3.3570588235140724
1648493160,100.0,100.0,3.269473684236015
