timestamp,rr,sr,mrt
1648483200,100.0,100.0,81.53301886792453
1648483260,100.0,100.0,81.53301886792453
1648483320,100.0,100.0,1477.0984251968505
1648483380,100.0,100.0,531.2701612903226
1648483440,100.0,100.0,49.47142857142857
1648483500,100.0,100.0,49.56785714285567
1648483560,100.0,100.0,53.53100775193799
1648483620,100.0,100.0,50.8130081300813
1648483680,100.0,100.0,48.76209677419355
1648483740,100.0,100.0,50.63320312500218
1648483800,100.0,100.0,49.25404411764912
1648483860,100.0,100.0,49.79919354838785
1648483920,100.0,100.0,50.00714285714286
1648483980,100.0,100.0,53.45259259259328
1648484040,100.0,100.0,56.77777777777778
1648484100,100.0,100.0,109.24135338345934
1648484160,100.0,100.0,48.61788617886179
1648484220,100.0,100.0,51.077307692306256
1648484280,100.0,100.0,51.39473684210526
1648484340,100.0,100.0,54.00038759689778
1648484400,100.0,100.0,49.76576923077138
1648484460,100.0,100.0,49.285714285714285
1648484520,100.0,100.0,48.30534351145038
1648484580,100.0,100.0,51.36521739130435
1648484640,100.0,100.0,52.13239999999851
1648484700,100.0,100.0,48.04146341463112
1648484760,100.0,100.0,49.76859504132232
1648484820,100.0,100.0,49.89097744360903
1648484880,100.0,100.0,49.89365079365153
1648484940,100.0,100.0,47.109022556390975
1648485000,100.0,100.0,53.471774193548384
1648485060,100.0,100.0,46.93500000000215
1648485120,100.0,100.0,46.92992125983959
1648485180,100.0,100.0,49.246153846153845
1648485240,100.0,100.0,52.97521008403205
1648485300,100.0,100.0,46.42985074627283
1648485360,100.0,100.0,47.47692307692308
1648485420,100.0,100.0,53.676
1648485480,100.0,100.0,47.62312925170132
1648485540,100.0,100.0,47.028
1648485600,100.0,100.0,50.07534246575342
1648485660,100.0,100.0,48.12377049180022
1648485720,100.0,100.0,49.43795620437956
1648485780,100.0,100.0,50.96192307692522
1648485840,100.0,100.0,47.86268656716487
1648485900,100.0,100.0,49.13095238095238
1648485960,100.0,100.0,50.16796875
1648486020,100.0,100.0,49.08242187499855
1648486080,100.0,100.0,46.98484848484848
1648486140,100.0,100.0,49.833333333333336
1648486200,100.0,100.0,47.17857142857143
1648486260,100.0,100.0,50.61456692913606
1648486320,100.0,100.0,49.44351145037884
1648486380,100.0,100.0,48.83461538461538
1648486440,100.0,100.0,51.32701612903075
1648486500,100.0,100.0,46.5390625
1648486560,100.0,100.0,49.99576271186441
1648486620,100.0,100.0,51.50387596899225
1648486680,100.0,100.0,47.91796875
1648486740,100.0,100.0,51.54166666666666
1648486800,100.0,100.0,51.104
1648486860,100.0,100.0,51.104
1648486920,100.0,100.0,47.899193548387096
1648486980,100.0,100.0,49.883467741937736
1648487040,100.0,100.0,53.266666666667405
1648487100,100.0,100.0,55.14227642276423
1648487160,100.0,100.0,50.16710526315626
