timestamp,rr,sr,mrt
1648483200,100.0,100.0,0.0
1648483260,100.0,100.0,0.0
1648483320,100.0,100.0,0.1182692307690488
1648483380,100.0,100.0,0.0
1648483440,100.0,100.0,0.1440000000000873
1648483500,100.0,100.0,0.0
1648483560,100.0,100.0,0.0768292682926296
1648483620,100.0,100.0,0.0388888888888619
1648483680,100.0,100.0,0.0488372093024609
1648483740,100.0,100.0,0.0
1648483800,100.0,100.0,0.0749999999999913
1648483860,100.0,100.0,0.0
1648483920,100.0,100.0,0.0437500000001212
1648483980,100.0,100.0,0.0
1648484040,100.0,100.0,0.0538461538457434
1648484100,100.0,100.0,0.0
1648484160,100.0,100.0,0.1121621621622015
1648484220,100.0,100.0,0.0299999999999792
1648484280,100.0,100.0,0.0500000000001385
1648484340,100.0,100.0,0.1699999999999515
1648484400,100.0,100.0,0.1499999999999911
1648484460,100.0,100.0,0.0328125000000341
1648484520,100.0,100.0,0.0
1648484580,100.0,100.0,0.0
1648484640,100.0,100.0,0.0926470588234652
1648484700,100.0,100.0,0.0269230769230582
1648484760,100.0,100.0,0.0677419354839413
1648484820,100.0,100.0,0.0250000000001559
1648484880,100.0,100.0,0.074999999999948
1648484940,100.0,100.0,0.0244186046509766
1648485000,100.0,100.0,0.0807692307691748
1648485060,100.0,100.0,0.0223404255319768
1648485120,100.0,100.0,0.0840000000003783
1648485180,100.0,100.0,0.0233333333333171
1648485240,100.0,100.0,0.0807692307688949
1648485300,100.0,100.0,0.0223404255319381
1648485360,100.0,100.0,0.0437500000001212
1648485420,100.0,100.0,0.0228260869565059
1648485480,100.0,100.0,0.0583333333332929
1648485540,100.0,100.0,0.0299999999999792
1648485600,100.0,100.0,0.0238636363636198
1648485660,100.0,100.0,0.0
1648485720,100.0,100.0,0.0715909090908594
1648485780,100.0,100.0,0.0350000000000363
1648485840,100.0,100.0,0.0512195121952195
1648485900,100.0,100.0,0.0291666666666464
1648485960,100.0,100.0,0.056756756756914
1648486020,100.0,100.0,0.0328125000002046
1648486080,100.0,100.0,0.0249999999999826
1648486140,100.0,100.0,0.0349999999997332
1648486200,100.0,100.0,0.0512195121949089
1648486260,100.0,100.0,0.0
1648486320,100.0,100.0,0.0
