timestamp,container_network_receive_MB.eth0,container_network_transmit_errors.eth0,container_network_receive_packets_dropped.eth0,container_network_transmit_MB.eth0,container_fs_reads./dev/vda,container_fs_reads./dev/vda1,container_memory_usage_MB,container_memory_rss,container_fs_sector_reads./dev/vda1,container_ulimits_soft.max_open_files,container_last_seen,container_fs_writes_MB./dev/vda,container_spec_cpu_period,container_tasks_state.stopped,container_tasks_state.iowaiting,container_tasks_state.running,container_tasks_state.uninterruptible,container_tasks_state.sleeping,container_fs_read_seconds./dev/vda1,container_fs_reads_MB./dev/vda,container_spec_memory_reservation_limit_MB,container_fs_reads_merged./dev/vda1,container_cpu_user_seconds,container_fs_write_seconds./dev/vda1,container_threads_max,container_spec_cpu_quota,container_file_descriptors,container_cpu_cfs_periods,container_fs_usage_MB./dev/vda1,container_fs_writes./dev/vda,container_fs_writes./dev/vda1,container_memory_working_set_MB,container_sockets,container_spec_memory_swap_limit_MB,container_fs_sector_writes./dev/vda1,container_memory_swap,container_fs_limit_MB./dev/vda1,container_memory_max_usage_MB,container_memory_failcnt,container_network_transmit_packets.eth0,container_fs_io_time_seconds./dev/vda1,container_cpu_load_average_10s,container_fs_inodes_free./dev/vda1,container_network_transmit_packets_dropped.eth0,container_fs_writes_merged./dev/vda1,container_cpu_cfs_throttled_periods,container_threads,container_fs_inodes./dev/vda1,container_network_receive_errors.eth0,container_memory_mapped_file,container_spec_memory_limit_MB,container_memory_failures.hierarchy.pgmajfault,container_memory_failures.container.pgmajfault,container_memory_failures.container.pgfault,container_memory_failures.hierarchy.pgfault,container_spec_cpu_shares,container_fs_io_time_weighted_seconds./dev/vda1,container_start_time_seconds,container_memory_cache,container_cpu_usage_seconds,container_cpu_cfs_throttled_seconds,container_fs_io_current./dev/vda1,container_network_receive_packets.eth0,container_cpu_system_seconds
1648522800,0.05311966,0.0,0.0,0.9774823,0.0,0.0,49.152344,8937472.0,0.0,1048576.0,1648522900.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,40000.0,10.0,64.5,37.57422,0.0,0.0,40.234375,4.0,256.0,0.0,0.0,604630.75,256.0039,0.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,4730880.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,27414528.0,0.052219443,0.0,0.0,467.0,0.015
1648522860,0.05311966,0.0,0.0,0.9774823,0.0,0.0,49.152344,8937472.0,0.0,1048576.0,1648522900.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,40000.0,10.0,64.5,37.585938,0.0,0.0,40.234375,4.0,256.0,0.0,0.0,604630.75,256.0039,0.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,4730880.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,27414528.0,0.052219443,0.0,0.0,467.0,0.015
1648522920,0.04428196,0.0,0.0,1.1618633,0.0,0.0,49.152344,8937472.0,0.0,1048576.0,1648523000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,10.0,41.5,37.59961,0.0,0.0,40.234375,4.0,256.0,0.0,0.0,604630.75,256.0039,0.0,279.5,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,4866048.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,27414528.0,0.029300537,0.0,0.0,445.5,0.01
1648522980,0.038049698,0.0,0.0,0.7271304,0.0,0.0,49.01172,9072640.0,0.0,1048576.0,1648523000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,40000.0,10.0,61.5,37.61133,0.0,0.0,39.51367,4.0,256.0,0.0,0.0,604630.75,256.0039,0.0,218.5,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,4663296.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,27328512.0,0.046375725,0.0,0.0,351.0,0.01
1648523040,0.04926586,0.0,0.0,0.95928097,0.0,0.0,48.871094,9072640.0,0.0,1048576.0,1648523100.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,10.0,48.5,37.623047,0.0,0.0,39.05078,4.0,256.0,0.0,0.0,604630.75,256.0039,0.0,287.5,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,4595712.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,27242496.0,0.032373313,0.0,0.0,444.5,0.015
1648523100,0.046052456,0.0,0.0,0.9609599,0.0,0.0,48.871094,9072640.0,0.0,1048576.0,1648523100.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.0,40000.0,10.0,67.0,37.634766,0.0,0.0,39.05078,4.0,256.0,0.0,0.0,604630.75,256.0039,0.0,267.5,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,4392960.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,27242496.0,0.053029057,0.0,0.0,429.0,0.01
1648523160,0.047691345,0.0,0.0,1.1734796,0.0,0.0,48.871094,9072640.0,0.0,1048576.0,1648523300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,10.0,43.5,37.646484,0.0,0.0,39.05078,4.0,256.0,0.0,0.0,604630.75,256.0039,0.0,290.5,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,4325376.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,27242496.0,0.030543135,0.0,0.0,456.0,0.01
1648523220,0.040379524,0.0,0.0,0.73001003,0.0,0.0,48.871094,9072640.0,0.0,1048576.0,1648523300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,10.0,51.5,37.658203,0.0,0.0,39.05078,4.0,256.0,0.0,0.0,604630.75,256.0039,0.0,231.5,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,4392960.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,27242496.0,0.044568542,0.0,0.0,361.5,0.01
1648523280,0.04435301,0.0,0.0,0.95262146,0.0,0.0,48.871094,9072640.0,0.0,1048576.0,1648523300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,10.0,43.5,37.66992,0.0,0.0,39.05078,4.0,256.0,0.0,0.0,604630.75,256.0039,0.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,4460544.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,27242496.0,0.029599613,0.0,0.0,427.5,0.005
1648523340,0.05698824,0.0,0.0,1.1945734,0.0,0.0,48.871094,9072640.0,0.0,1048576.0,1648523400.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,10.0,63.0,37.68164,0.0,0.0,39.05078,4.0,256.0,0.0,0.0,604630.75,256.0039,0.0,331.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,4460544.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,27242496.0,0.048008416,0.0,0.0,525.5,0.01
