timestamp,container_network_receive_MB.eth0,container_network_transmit_errors.eth0,container_network_receive_packets_dropped.eth0,container_network_transmit_MB.eth0,container_fs_reads./dev/vda,container_fs_reads./dev/vda1,container_memory_usage_MB,container_memory_rss,container_fs_sector_reads./dev/vda1,container_ulimits_soft.max_open_files,container_last_seen,container_fs_writes_MB./dev/vda,container_spec_cpu_period,container_tasks_state.sleeping,container_tasks_state.iowaiting,container_tasks_state.stopped,container_tasks_state.running,container_tasks_state.uninterruptible,container_fs_read_seconds./dev/vda1,container_fs_reads_MB./dev/vda,container_spec_memory_reservation_limit_MB,container_fs_reads_merged./dev/vda1,container_cpu_user_seconds,container_fs_write_seconds./dev/vda1,container_threads_max,container_spec_cpu_quota,container_file_descriptors,container_cpu_cfs_periods,container_fs_usage_MB./dev/vda1,container_fs_writes./dev/vda1,container_fs_writes./dev/vda,container_memory_working_set_MB,container_sockets,container_spec_memory_swap_limit_MB,container_fs_sector_writes./dev/vda1,container_memory_swap,container_fs_limit_MB./dev/vda1,container_memory_max_usage_MB,container_memory_failcnt,container_network_transmit_packets.eth0,container_fs_io_time_seconds./dev/vda1,container_cpu_load_average_10s,container_fs_inodes_free./dev/vda1,container_network_transmit_packets_dropped.eth0,container_fs_writes_merged./dev/vda1,container_cpu_cfs_throttled_periods,container_threads,container_fs_inodes./dev/vda1,container_network_receive_errors.eth0,container_memory_mapped_file,container_spec_memory_limit_MB,container_memory_failures.hierarchy.pgmajfault,container_memory_failures.hierarchy.pgfault,container_memory_failures.container.pgfault,container_memory_failures.container.pgmajfault,container_spec_cpu_shares,container_fs_io_time_weighted_seconds./dev/vda1,container_start_time_seconds,container_memory_cache,container_cpu_usage_seconds,container_cpu_cfs_throttled_seconds,container_fs_io_current./dev/vda1,container_network_receive_packets.eth0,container_cpu_system_seconds
1648522800,0.6230378,0.0,0.0,4.8331456,0.0,0.0,25.105469,14036992.0,0.0,1048576.0,1648522900.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,14.0,0.0,34.742188,0.0,0.0,22.769531,8.0,128.0,0.0,0.0,604630.75,128.0039,0.0,429.5,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,540672.0,128.0,0.0,0.0,0.0,0.0,102.0,0.0,1648234600.0,1441792.0,3.2392e-05,0.0,0.0,727.0,0.0
1648522860,0.6230378,0.0,0.0,4.8331456,0.0,0.0,25.105469,14036992.0,0.0,1048576.0,1648522900.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,14.0,0.0,34.742188,0.0,0.0,22.769531,8.0,128.0,0.0,0.0,604630.75,128.0039,0.0,429.5,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,540672.0,128.0,0.0,0.0,0.0,0.0,102.0,0.0,1648234600.0,1441792.0,3.2392e-05,0.0,0.0,727.0,0.0
1648522920,0.057845592,0.0,0.0,4.7948265,0.0,0.0,25.105469,14036992.0,0.0,1048576.0,1648523000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,20000.0,14.0,2.0,34.742188,0.0,0.0,22.769531,8.0,128.0,0.0,0.0,604630.75,128.0039,0.0,282.5,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,540672.0,128.0,0.0,0.0,0.0,0.0,102.0,0.0,1648234600.0,1441792.0,0.005635546,0.0,0.0,826.0,0.0
1648522980,0.040323734,0.0,0.0,4.794405,0.0,0.0,25.101562,14036992.0,0.0,1048576.0,1648523000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,14.0,0.0,34.742188,0.0,0.0,22.765625,8.0,128.0,0.0,0.0,604630.75,128.0039,0.0,277.5,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,540672.0,128.0,0.0,0.0,0.0,0.0,102.0,0.0,1648234600.0,1441792.0,2.7081e-05,0.0,0.0,559.0,0.0
1648523040,0.04425621,0.0,0.0,4.7957053,0.0,0.0,25.082031,14036992.0,0.0,1048576.0,1648523100.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,20000.0,14.0,2.0,34.742188,0.0,0.0,22.746094,8.0,128.0,0.0,0.0,604630.75,128.0039,0.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,540672.0,128.0,0.0,0.0,0.0,0.0,102.0,0.0,1648234600.0,1441792.0,0.006126399,0.0,0.0,609.0,0.0
1648523100,0.038704395,0.0,0.0,4.792803,0.0,0.0,25.082031,14036992.0,0.0,1048576.0,1648523100.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,14.0,0.0,34.742188,0.0,0.0,22.746094,8.0,128.0,0.0,0.0,604630.75,128.0039,0.0,259.5,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,540672.0,128.0,0.0,0.0,0.0,0.0,102.0,0.0,1648234600.0,1441792.0,2.996e-05,0.0,0.0,539.5,0.0
1648523160,0.041414738,0.0,0.0,4.793419,0.0,0.0,25.082031,14036992.0,0.0,1048576.0,1648523300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,14.0,2.0,34.742188,0.0,0.0,22.746094,8.0,128.0,0.0,0.0,604630.75,128.0039,0.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,540672.0,128.0,0.0,0.0,0.0,0.0,102.0,0.0,1648234600.0,1441792.0,0.005608782,0.0,0.0,574.5,0.0
1648523220,0.04869461,0.0,0.0,4.7960696,0.0,0.0,25.082031,14036992.0,0.0,1048576.0,1648523300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,14.0,0.0,34.742188,0.0,0.0,22.746094,8.0,128.0,0.0,0.0,604630.75,128.0039,0.0,294.5,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,540672.0,128.0,0.0,0.0,0.0,0.0,102.0,0.0,1648234600.0,1441792.0,2.7596e-05,0.0,0.0,673.0,0.0
1648523280,0.044086456,0.0,0.0,4.794936,0.0,0.0,25.082031,14036992.0,0.0,1048576.0,1648523300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,20000.0,14.0,2.0,34.742188,0.0,0.0,22.746094,8.0,128.0,0.0,0.0,604630.75,128.0039,0.0,284.5,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,540672.0,128.0,0.0,0.0,0.0,0.0,102.0,0.0,1648234600.0,1441792.0,0.005635001,0.0,0.0,618.0,0.0
1648523340,0.045185566,0.0,0.0,4.79542,0.0,0.0,25.082031,14036992.0,0.0,1048576.0,1648523400.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,14.0,0.0,34.742188,0.0,0.0,22.746094,8.0,128.0,0.0,0.0,604630.75,128.0039,0.0,288.5,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,540672.0,128.0,0.0,0.0,0.0,0.0,102.0,0.0,1648234600.0,1441792.0,3.198e-05,0.0,0.0,620.5,0.0
1648523400,0.04347992,0.0,0.0,4.7932925,0.0,0.0,25.082031,14036992.0,0.0,1048576.0,1648523400.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,14.0,2.0,34.742188,0.0,0.0,22.746094,8.0,128.0,0.0,0.0,604630.75,128.0039,0.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,540672.0,128.0,0.0,0.0,0.0,0.0,102.0,0.0,1648234600.0,1441792.0,0.004852671,0.0,0.0,602.0,0.0
