timestamp,container_network_receive_MB.eth0,container_network_transmit_errors.eth0,container_network_receive_packets_dropped.eth0,container_network_transmit_MB.eth0,container_fs_reads./dev/vda,container_fs_reads./dev/vda1,container_memory_usage_MB,container_memory_rss,container_fs_sector_reads./dev/vda1,container_ulimits_soft.max_open_files,container_last_seen,container_fs_writes_MB./dev/vda,container_spec_cpu_period,container_tasks_state.sleeping,container_tasks_state.iowaiting,container_tasks_state.stopped,container_tasks_state.running,container_tasks_state.uninterruptible,container_fs_read_seconds./dev/vda1,container_fs_reads_MB./dev/vda,container_spec_memory_reservation_limit_MB,container_fs_reads_merged./dev/vda1,container_cpu_user_seconds,container_fs_write_seconds./dev/vda1,container_threads_max,container_spec_cpu_quota,container_file_descriptors,container_cpu_cfs_periods,container_fs_usage_MB./dev/vda1,container_fs_writes./dev/vda1,container_fs_writes./dev/vda,container_memory_working_set_MB,container_sockets,container_spec_memory_swap_limit_MB,container_fs_sector_writes./dev/vda1,container_memory_swap,container_fs_limit_MB./dev/vda1,container_memory_max_usage_MB,container_memory_failcnt,container_network_transmit_packets.eth0,container_fs_io_time_seconds./dev/vda1,container_cpu_load_average_10s,container_fs_inodes_free./dev/vda1,container_network_transmit_packets_dropped.eth0,container_fs_writes_merged./dev/vda1,container_cpu_cfs_throttled_periods,container_threads,container_fs_inodes./dev/vda1,container_network_receive_errors.eth0,container_memory_mapped_file,container_spec_memory_limit_MB,container_memory_failures.hierarchy.pgmajfault,container_memory_failures.hierarchy.pgfault,container_memory_failures.container.pgfault,container_memory_failures.container.pgmajfault,container_spec_cpu_shares,container_fs_io_time_weighted_seconds./dev/vda1,container_start_time_seconds,container_memory_cache,container_cpu_usage_seconds,container_cpu_cfs_throttled_seconds,container_fs_io_current./dev/vda1,container_network_receive_packets.eth0,container_cpu_system_seconds
1648522800,0.023549557,0.0,0.0,0.33209848,0.0,0.0,60.6875,32923648.0,0.0,1048576.0,1648522900.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,40000.0,21.0,13.0,34.851562,0.0,0.0,57.48047,3.0,256.0,0.0,0.0,604630.75,256.0,0.0,183.5,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,256.0,0.0,82.5,82.5,0.0,204.0,0.0,1648164200.0,17485824.0,0.009168323,0.0,0.0,268.5,0.005
1648522860,0.023549557,0.0,0.0,0.33209848,0.0,0.0,60.71875,32923648.0,0.0,1048576.0,1648522900.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,40000.0,21.0,13.0,34.85547,0.0,0.0,57.51172,3.0,256.0,0.0,0.0,604630.75,256.0,0.0,183.5,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,256.0,0.0,82.5,82.5,0.0,204.0,0.0,1648164200.0,17485824.0,0.009168323,0.0,0.0,268.5,0.005
1648522920,0.026080608,0.0,0.0,0.43255424,0.0,0.0,60.71875,32923648.0,0.0,1048576.0,1648523000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,40000.0,21.0,7.0,34.86133,0.0,0.0,57.51172,3.0,256.0,0.0,0.0,604630.75,256.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,256.0,0.0,33.0,33.0,0.0,204.0,0.0,1648164200.0,17485824.0,0.00411887,0.0,0.0,299.5,0.0
1648522980,0.31104565,0.0,0.0,0.44868422,0.0,0.0,60.67578,32923648.0,0.0,1048576.0,1648523000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,40000.0,21.0,10.0,34.865234,0.0,0.0,57.339844,3.0,256.0,0.0,0.0,604630.75,256.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,256.0,0.0,66.0,66.0,0.0,204.0,0.0,1648164200.0,17485824.0,0.006323958,0.0,0.0,327.0,0.0
1648523040,0.31829357,0.0,0.0,0.4558115,0.0,0.0,60.632812,32923648.0,0.0,1048576.0,1648523100.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,40000.0,21.0,12.0,34.867188,0.0,0.0,57.16797,3.0,256.0,0.0,0.0,604630.75,256.0,0.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,256.0,0.0,49.5,49.5,0.0,204.0,0.0,1648164200.0,17485824.0,0.0075545777,0.0,0.0,391.5,0.0
1648523100,0.02852869,0.0,0.0,0.43631458,0.0,0.0,60.632812,32923648.0,0.0,1048576.0,1648523100.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,40000.0,21.0,9.0,34.871094,0.0,0.0,57.16797,3.0,256.0,0.0,0.0,604630.75,256.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,256.0,0.0,66.0,66.0,0.0,204.0,0.0,1648164200.0,17485824.0,0.005322842,0.0,0.0,314.5,0.0
1648523160,0.022368431,0.0,0.0,0.43135834,0.0,0.0,60.632812,32923648.0,0.0,1048576.0,1648523300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,21.0,11.0,34.876953,0.0,0.0,57.16797,3.0,256.0,0.0,0.0,604630.75,256.0,0.0,169.5,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,256.0,0.0,66.0,66.0,0.0,204.0,0.0,1648164200.0,17485824.0,0.0064250794,0.0,0.0,255.5,0.01
1648523220,0.024001122,0.0,0.0,0.43151045,0.0,0.0,60.632812,32923648.0,0.0,1048576.0,1648523300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,40000.0,21.0,6.0,34.88086,0.0,0.0,57.16797,3.0,256.0,0.0,0.0,604630.75,256.0,0.0,189.5,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,256.0,0.0,33.0,33.0,0.0,204.0,0.0,1648164200.0,17485824.0,0.003499131,0.0,0.0,284.5,0.0
1648523280,0.025069237,0.0,0.0,0.43419647,0.0,0.0,60.632812,32923648.0,0.0,1048576.0,1648523300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,40000.0,21.0,9.0,34.882812,0.0,0.0,57.16797,3.0,256.0,0.0,0.0,604630.75,256.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,256.0,0.0,16.5,16.5,0.0,204.0,0.0,1648164200.0,17485824.0,0.005424943,0.0,0.0,296.5,0.0
1648523340,0.02538681,0.0,0.0,0.43400097,0.0,0.0,60.632812,32923648.0,0.0,1048576.0,1648523400.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,40000.0,21.0,11.0,34.88672,0.0,0.0,57.16797,3.0,256.0,0.0,0.0,604630.75,256.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,256.0,0.0,49.5,49.5,0.0,204.0,0.0,1648164200.0,17485824.0,0.0075249383,0.0,0.0,292.0,0.0
