timestamp,container_network_receive_MB.eth0,container_network_transmit_errors.eth0,container_network_receive_packets_dropped.eth0,container_network_transmit_MB.eth0,container_network_transmit_packets.eth0,container_network_transmit_packets_dropped.eth0,container_network_receive_errors.eth0,container_network_receive_packets.eth0
1648522800,0.12114048,0.0,0.0,0.1554699,637.0,0.0,0.0,1187.5
1648522860,0.12114048,0.0,0.0,0.1554699,637.0,0.0,0.0,1187.5
1648522920,0.108180046,0.0,0.0,0.1292448,572.0,0.0,0.0,1068.0
1648522980,0.09987688,0.0,0.0,0.109014034,525.0,0.0,0.0,981.0
1648523040,0.10909033,0.0,0.0,0.14823294,581.5,0.0,0.0,1081.5
1648523100,0.12175083,0.0,0.0,0.13827753,641.5,0.0,0.0,1195.5
1648523160,0.1050539,0.0,0.0,0.12811756,557.5,0.0,0.0,1040.0
1648523220,0.10714674,0.0,0.0,0.12952614,565.0,0.0,0.0,1054.5
1648523280,0.109228134,0.0,0.0,0.1307373,575.5,0.0,0.0,1075.5
1648523340,0.11654663,0.0,0.0,0.13559961,616.0,0.0,0.0,1145.5
1648523400,0.11038685,0.0,0.0,0.11352539,576.5,0.0,0.0,1081.5
1648523460,0.11605883,0.0,0.0,0.15218592,613.5,0.0,0.0,1140.5
1648523520,0.11740351,0.0,0.0,0.13559818,616.5,0.0,0.0,1153.0
1648523580,0.096848965,0.0,0.0,0.10664129,513.0,0.0,0.0,953.0
1648523640,0.12573814,0.0,0.0,0.15760565,659.5,0.0,0.0,1234.0
1648523700,0.11976862,0.0,0.0,0.13608599,631.5,0.0,0.0,1181.0
1648523760,0.10356474,0.0,0.0,0.1108017,540.0,0.0,0.0,1012.5
1648523820,0.10426855,0.0,0.0,0.12789631,553.0,0.0,0.0,1027.5
1648523880,0.12173605,0.0,0.0,0.1556282,641.0,0.0,0.0,1195.5
1648523940,0.09851551,0.0,0.0,0.107236385,524.0,0.0,0.0,971.5
1648524000,0.12414789,0.0,0.0,0.13910007,649.0,0.0,0.0,1216.0
1648524060,0.109211445,0.0,0.0,0.13112116,580.0,0.0,0.0,1078.0
1648524120,0.11802101,0.0,0.0,0.15276241,619.5,0.0,0.0,1159.0
1648524180,0.11297846,0.0,0.0,0.13327074,599.0,0.0,0.0,1112.0
1648524240,0.111773014,0.0,0.0,0.13214731,587.5,0.0,0.0,1102.0
1648524300,0.09201002,0.0,0.0,0.0866971,485.0,0.0,0.0,901.0
1648524360,0.12409067,0.0,0.0,0.1729703,651.0,0.0,0.0,1221.5
1648524420,0.41994905,0.0,0.0,0.16219044,749.5,0.0,0.0,1345.5
1648524480,0.4051447,0.0,0.0,0.15323353,675.5,0.0,0.0,1222.5
1648524540,0.11177683,0.0,0.0,0.13227606,585.5,0.0,0.0,1086.0
1648524600,0.11436176,0.0,0.0,0.13350391,603.5,0.0,0.0,1114.0
1648524660,0.112344265,0.0,0.0,0.13238049,590.5,0.0,0.0,1100.0
1648524720,0.1173501,0.0,0.0,0.13577557,617.5,0.0,0.0,1150.5
1648524780,0.122253895,0.0,0.0,0.13798714,645.5,0.0,0.0,1202.0
1648524840,0.113481045,0.0,0.0,0.13344908,595.0,0.0,0.0,1110.0
1648524900,0.11875391,0.0,0.0,0.13517475,619.0,0.0,0.0,1160.5
1648524960,0.11457062,0.0,0.0,0.11651468,596.0,0.0,0.0,1115.0
1648525020,0.11784744,0.0,0.0,0.15264463,621.0,0.0,0.0,1157.0
1648525080,0.10827875,0.0,0.0,0.1305623,574.0,0.0,0.0,1070.0
1648525140,0.08953524,0.0,0.0,0.10306692,475.5,0.0,0.0,872.5
1648525200,0.11535168,0.0,0.0,0.13467169,617.5,0.0,0.0,1134.0
1648525260,0.112089634,0.0,0.0,0.14985275,589.5,0.0,0.0,1097.0
1648525320,0.12472963,0.0,0.0,0.13918734,652.0,0.0,0.0,1221.0
1648525380,0.12263918,0.0,0.0,0.13897133,651.5,0.0,0.0,1200.5
1648525440,0.09162712,0.0,0.0,0.08568001,478.5,0.0,0.0,893.5
1648525500,0.14054823,0.0,0.0,0.18332767,739.0,0.0,0.0,1380.0
1648525560,0.11477995,0.0,0.0,0.13376713,600.0,0.0,0.0,1121.0
1648525620,0.097314835,0.0,0.0,0.106393814,510.5,0.0,0.0,955.0
1648525680,0.1358304,0.0,0.0,0.16327667,714.0,0.0,0.0,1333.0
1648525740,0.095030785,0.0,0.0,0.10516882,498.0,0.0,0.0,930.0
1648525800,0.13132668,0.0,0.0,0.1602397,687.0,0.0,0.0,1287.5
1648525860,0.117069244,0.0,0.0,0.13471508,616.0,0.0,0.0,1148.0
1648525920,0.11352968,0.0,0.0,0.13364649,591.5,0.0,0.0,1108.0
1648525980,0.114171505,0.0,0.0,0.13288736,604.5,0.0,0.0,1126.0
1648526040,0.12170982,0.0,0.0,0.1384964,633.5,0.0,0.0,1190.5
1648526100,0.11058998,0.0,0.0,0.1132164,581.0,0.0,0.0,1083.5
1648526160,0.12083912,0.0,0.0,0.13764572,630.5,0.0,0.0,1183.0
1648526220,0.122074604,0.0,0.0,0.15518379,639.5,0.0,0.0,1196.5
1648526280,0.10477257,0.0,0.0,0.11069536,549.0,0.0,0.0,1030.0
1648526340,0.1255269,0.0,0.0,0.13990736,653.5,0.0,0.0,1232.0
1648497600,0.051243305,0.0,0.0,0.100375175,311.0,0.0,0.0,555.5
1648497660,0.051243305,0.0,0.0,0.100375175,311.0,0.0,0.0,555.5
1648497720,0.056960583,0.0,0.0,0.10387039,337.5,0.0,0.0,618.5
1648497780,0.06421375,0.0,0.0,0.12538671,381.5,0.0,0.0,691.0
1648497840,0.05277729,0.0,0.0,0.10148239,317.5,0.0,0.0,575.5
1648497900,0.061340332,0.0,0.0,0.10630131,366.0,0.0,0.0,662.5
1648497960,0.049927235,0.0,0.0,0.08212328,294.0,0.0,0.0,539.0
1648498020,0.055611134,0.0,0.0,0.102698326,334.5,0.0,0.0,601.5
1648498080,0.0650568,0.0,0.0,0.12615919,384.5,0.0,0.0,713.0
1648498140,0.057466984,0.0,0.0,0.103735924,344.5,0.0,0.0,618.5
1648498200,0.053421497,0.0,0.0,0.10213375,319.0,0.0,0.0,585.5
1648498260,0.054809093,0.0,0.0,0.08501816,334.0,0.0,0.0,589.5
1648498320,0.053304672,0.0,0.0,0.11901951,314.5,0.0,0.0,585.0
1648498380,0.63997793,0.0,0.0,0.14407921,512.0,0.0,0.0,818.0
1648498440,0.051234722,0.0,0.0,0.08349371,308.5,0.0,0.0,562.5
1648498500,0.058061123,0.0,0.0,0.121984005,352.0,0.0,0.0,625.0
1648498560,0.05875969,0.0,0.0,0.105330944,351.5,0.0,0.0,637.0
1648498620,0.056582928,0.0,0.0,0.103132725,337.0,0.0,0.0,605.5
1648498680,0.05915451,0.0,0.0,0.10559559,353.5,0.0,0.0,642.5
1648498740,0.049400806,0.0,0.0,0.08194542,300.5,0.0,0.0,532.0
1648498800,0.054995537,0.0,0.0,0.11967087,326.0,0.0,0.0,600.5
1648498860,0.0586071,0.0,0.0,0.10540247,355.0,0.0,0.0,633.0
1648498920,0.05746174,0.0,0.0,0.10380268,340.5,0.0,0.0,613.0
1648498980,0.060722828,0.0,0.0,0.10632563,369.0,0.0,0.0,661.5
1648499040,0.059500694,0.0,0.0,0.105621815,351.0,0.0,0.0,645.0
1648499100,0.04546261,0.0,0.0,0.07968998,276.5,0.0,0.0,494.0
1648499160,0.06417751,0.0,0.0,0.12534094,382.5,0.0,0.0,696.0
1648499220,0.049448967,0.0,0.0,0.09910107,301.0,0.0,0.0,541.5
1648499280,0.06977463,0.0,0.0,0.111424446,408.0,0.0,0.0,723.0
1648499340,0.050937653,0.0,0.0,0.08283186,309.5,0.0,0.0,556.5
1648499400,0.054855824,0.0,0.0,0.1196723,326.0,0.0,0.0,594.0
1648499460,0.060955048,0.0,0.0,0.106698036,371.0,0.0,0.0,670.0
1648499520,0.058121204,0.0,0.0,0.104560375,343.5,0.0,0.0,622.0
1648499580,0.049643517,0.0,0.0,0.08216715,300.5,0.0,0.0,547.0
1648499640,0.056765556,0.0,0.0,0.103428364,337.0,0.0,0.0,613.5
