timestamp,container_network_receive_MB.eth0,container_network_transmit_errors.eth0,container_network_receive_packets_dropped.eth0,container_network_transmit_MB.eth0,container_fs_reads./dev/vda,container_fs_reads./dev/vda1,container_memory_usage_MB,container_memory_rss,container_fs_sector_reads./dev/vda1,container_ulimits_soft.max_open_files,container_last_seen,container_fs_writes_MB./dev/vda,container_spec_cpu_period,container_tasks_state.sleeping,container_tasks_state.iowaiting,container_tasks_state.stopped,container_tasks_state.running,container_tasks_state.uninterruptible,container_fs_read_seconds./dev/vda1,container_fs_reads_MB./dev/vda,container_spec_memory_reservation_limit_MB,container_fs_reads_merged./dev/vda1,container_cpu_user_seconds,container_fs_write_seconds./dev/vda1,container_threads_max,container_spec_cpu_quota,container_file_descriptors,container_cpu_cfs_periods,container_fs_usage_MB./dev/vda1,container_fs_writes./dev/vda1,container_fs_writes./dev/vda,container_memory_working_set_MB,container_sockets,container_spec_memory_swap_limit_MB,container_fs_sector_writes./dev/vda1,container_memory_swap,container_fs_limit_MB./dev/vda1,container_memory_max_usage_MB,container_memory_failcnt,container_network_transmit_packets.eth0,container_fs_io_time_seconds./dev/vda1,container_cpu_load_average_10s,container_fs_inodes_free./dev/vda1,container_network_transmit_packets_dropped.eth0,container_fs_writes_merged./dev/vda1,container_cpu_cfs_throttled_periods,container_threads,container_fs_inodes./dev/vda1,container_network_receive_errors.eth0,container_memory_mapped_file,container_spec_memory_limit_MB,container_memory_failures.hierarchy.pgmajfault,container_memory_failures.hierarchy.pgfault,container_memory_failures.container.pgfault,container_memory_failures.container.pgmajfault,container_spec_cpu_shares,container_fs_io_time_weighted_seconds./dev/vda1,container_start_time_seconds,container_memory_cache,container_cpu_usage_seconds,container_cpu_cfs_throttled_seconds,container_fs_io_current./dev/vda1,container_network_receive_packets.eth0,container_cpu_system_seconds
1648522800,0.31934214,0.0,0.0,0.44972563,0.0,0.0,82.74219,38285310.0,0.0,1048576.0,1648522900.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,40000.0,10.0,55.0,47.351562,0.0,0.0,71.921875,4.0,1025.0,0.0,0.0,604630.75,1025.0039,4.0,277.5,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,1486848.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,28102656.0,0.037150566,0.0,0.0,373.5,0.005
1648522860,0.31934214,0.0,0.0,0.44972563,0.0,0.0,82.74219,38285310.0,0.0,1048576.0,1648522900.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,40000.0,10.0,55.0,47.353516,0.0,0.0,71.921875,4.0,1025.0,0.0,0.0,604630.75,1025.0039,4.0,277.5,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,1486848.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,28102656.0,0.037150566,0.0,0.0,373.5,0.005
1648522920,0.31357527,0.0,0.0,0.43794107,0.0,0.0,82.74219,38285310.0,0.0,1048576.0,1648523000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,10.0,47.0,47.35547,0.0,0.0,71.921875,4.0,1025.0,0.0,0.0,604630.75,1025.0039,4.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,1486848.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,28102656.0,0.0288323,0.0,0.0,351.0,0.005
1648522980,0.028119564,0.0,0.0,0.42491388,0.0,0.0,82.51172,38285310.0,0.0,1048576.0,1648523000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,40000.0,10.0,53.0,47.35547,0.0,0.0,71.69141,4.0,1025.0,0.0,0.0,604630.75,1025.0039,4.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,1486848.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,28002304.0,0.03402817,0.0,0.0,314.0,0.01
1648523040,0.028599262,0.0,0.0,0.4253378,0.0,0.0,82.28125,38285310.0,0.0,1048576.0,1648523100.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,10.0,37.5,47.35547,0.0,0.0,71.46094,4.0,1025.0,0.0,0.0,604630.75,1025.0039,4.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,1486848.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,27901952.0,0.02991292,0.0,0.0,308.0,0.0
1648523100,0.029051304,0.0,0.0,0.424829,0.0,0.0,82.28125,38285310.0,0.0,1048576.0,1648523100.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,10.0,59.5,47.35742,0.0,0.0,71.46094,4.0,1025.0,0.0,0.0,604630.75,1025.0039,4.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,1486848.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,27901952.0,0.035730388,0.0,0.0,309.5,0.005
1648523160,0.026693344,0.0,0.0,0.42338562,0.0,0.0,82.28125,38285310.0,0.0,1048576.0,1648523300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,10.0,50.0,47.359375,0.0,0.0,71.46094,4.0,1025.0,0.0,0.0,604630.75,1025.0039,4.0,193.5,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,1486848.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,27901952.0,0.031831913,0.0,0.0,286.5,0.005
1648523220,0.027493954,0.0,0.0,0.42487764,0.0,0.0,82.28125,38285310.0,0.0,1048576.0,1648523300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,40000.0,10.0,56.5,47.359375,0.0,0.0,71.46094,4.0,1025.0,0.0,0.0,604630.75,1025.0039,4.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,1486848.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,27901952.0,0.033873294,0.0,0.0,308.0,0.01
1648523280,0.023924828,0.0,0.0,0.42281914,0.0,0.0,82.28125,38285310.0,0.0,1048576.0,1648523300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,40000.0,10.0,45.5,47.36133,0.0,0.0,71.46094,4.0,1025.0,0.0,0.0,604630.75,1025.0039,4.0,180.5,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,1486848.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,27901952.0,0.026877344,0.0,0.0,264.5,0.005
1648523340,0.026935577,0.0,0.0,0.42600536,0.0,0.0,82.28125,38285310.0,0.0,1048576.0,1648523400.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,10.0,60.0,47.36328,0.0,0.0,71.46094,4.0,1025.0,0.0,0.0,604630.75,1025.0039,4.0,202.5,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,1486848.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,27901952.0,0.037880987,0.0,0.0,293.0,0.01
