timestamp,system.cpu.iowait,system.load.5,system.disk.pct_usage,system.net.tcp.out_segs,system.io.r_await,system.fs.inodes.used,system.swap.used,system.io.util,system.os.nofile.current,system.io.r_s,system.mem.used,system.swap.so,system.swap.si,system.cpu.user,system.swap.free,system.net.udp.in_errors,system.net.tcp.retrans_segs,system.mem.pct_usage,system.cpu.system,system.disk.total,system.net.packets_in.count,system.net.udp.rcv_buf_errors,system.udp.connect.num,system.io.w_s,system.mem.real.used,system.net.packets_out.count,system.fs.inodes.in_use,system.load.1,system.cpu.pct_usage,system.io.svctm,system.disk.readonly,system.fs.inodes.free,system.load.15,system.swap.total,system.io.avg_q_sz,system.mem.usable,system.fs.inodes.total,system.disk.free,system.process.zombie.num,system.io.await,system.os.nofile.max,system.net.udp.snd_buf_errors,system.mem.total,system.net.tcp.in_segs,system.io.rkb_s,system.tcp.retrans_pct,system.mem.real.pct_useage,system.swap.used_pct,system.disk.used,system.net.packets_in.error,system.net.packets_out.error,system.io.w_await,system.os.nofile.used_pct,system.net.udp.in_datagrams,system.net.udp.out_datagrams
1648648200,3.16,1.9,68.53,76.7,3.69,4831410.0,0.0,50.05,8864.0,299.0,15091.0,0.0,0.0,3.67,0.0,0.0,0.0,46.99,5.05,20646606165.33,124.22,0.0,10.0,19.0,-1.0,120.39,0.47,1.47,11.88,0.79,0.0,16897992021.33,1.9,0.0,2.08,-1.0,16902823936.0,4326363477.33,138.0,3.52,6553600.0,0.0,32117.0,56.77,124156.0,0.01,46.48,0.0,16311787520.0,0.0,0.0,0.83,0.135,825.25,2.65
1648631820,4.01,2.13,68.76,101.25,3.66,4829884.33,0.0,49.85,8832.0,298.5,15258.0,0.0,0.0,4.56,0.0,0.0,0.03,47.51,5.73,20646606165.33,204.2,0.0,10.0,26.0,-1.0,203.27,0.47,2.27,14.31,0.77,0.0,16957766314.67,1.99,0.0,2.08,-1.0,16962595498.67,4339686400.0,137.0,3.46,6553600.0,0.0,32117.0,77.15,123650.0,0.01,46.55,0.0,16298465962.67,0.0,0.0,1.2,0.135,1427.03,4.28
1648615440,3.23,2.01,68.66,81.7,3.67,4827965.67,0.0,49.8,8768.0,301.5,15270.0,0.0,0.0,4.51,0.0,0.0,0.02,47.54,5.44,20646606165.33,197.1,0.0,10.0,22.5,-1.0,195.34,0.47,1.73,13.18,0.77,0.0,17034705578.67,2.31,0.0,2.11,-1.0,17039533397.33,4359101098.67,126.0,3.5,6553600.0,0.0,32117.0,59.03,124032.0,0.01,45.98,0.0,16279050922.67,0.0,0.0,1.18,0.134,1349.7,3.95
1648599060,4.17,1.39,68.25,74.92,3.68,4816343.0,0.0,49.95,8832.0,300.5,14900.0,0.0,0.0,3.46,0.0,0.0,0.0,46.39,5.01,20646606165.33,111.38,0.0,10.0,22.0,14886.0,106.65,0.47,1.51,12.63,0.77,0.0,17396770133.33,1.54,0.0,2.09,17216.0,17401587029.33,4450333354.67,119.0,3.48,6553600.0,0.0,32117.0,56.05,124204.0,0.01,46.35,0.0,16187817984.0,0.0,0.0,0.8,0.135,718.78,2.55
1648582680,3.51,2.36,68.09,75.03,3.64,4814108.67,0.0,49.8,8832.0,303.0,15118.0,0.0,0.0,4.75,0.0,0.0,0.0,47.07,5.62,20646606165.33,104.24,0.0,10.0,21.0,-1.0,99.51,0.47,1.85,13.87,0.77,0.0,17451218261.33,2.17,0.0,2.07,-1.0,17456032426.67,4464607914.67,116.0,3.45,6553600.0,0.0,32117.0,56.53,123988.0,0.01,45.52,0.0,16173543424.0,0.0,0.0,0.79,0.135,692.78,2.55
1648640040,3.6,2.06,68.66,80.58,3.66,4830572.67,0.0,49.8,8800.0,301.0,15101.0,0.0,0.0,4.99,0.0,0.0,0.0,47.02,5.83,20646606165.33,208.63,0.0,10.0,21.5,-1.0,206.57,0.47,1.64,14.42,0.77,0.0,16931905536.0,2.25,0.0,2.1,-1.0,16936736085.33,4333917525.33,137.0,3.5,6553600.0,0.0,32117.0,57.75,124166.0,0.01,46.46,0.0,16304233130.67,0.0,0.0,1.24,0.134,1419.05,4.12
1648623660,3.66,1.99,68.69,127.6,3.61,4828764.67,0.0,49.75,8864.0,302.0,15316.0,0.0,0.0,4.25,0.0,0.0,0.02,47.69,5.66,20646606165.33,194.65,0.0,10.0,20.0,14931.0,192.13,0.47,1.93,13.56,0.77,0.0,16995871402.67,1.97,0.0,2.04,16800.0,17000700586.67,4349416789.33,132.0,3.42,6553600.0,0.0,32117.0,104.88,124586.0,0.01,46.49,0.0,16288733866.67,0.0,0.0,0.63,0.135,1310.52,4.38
1648607280,3.99,1.97,68.43,80.93,3.7,4822189.0,0.0,49.85,8832.0,296.5,14812.0,0.0,0.0,4.45,0.0,0.0,0.0,46.12,5.38,20646606165.33,166.68,0.0,10.0,19.0,-1.0,163.64,0.47,1.7,13.82,0.79,0.0,17078886400.0,1.91,0.0,2.07,-1.0,17083708757.33,4371297280.0,123.0,3.53,6553600.0,0.0,32117.0,58.63,122882.0,0.01,46.32,0.0,16266854400.0,0.0,0.0,0.76,0.135,1133.57,3.57
1648590900,3.04,1.4,68.16,67.83,3.77,4814843.33,0.0,49.95,8800.0,299.5,14926.0,0.0,0.0,2.79,0.0,0.0,0.63,46.47,4.82,20646606165.33,68.5,0.0,10.0,16.5,-1.0,63.6,0.47,1.18,10.65,0.79,0.0,17424266581.33,1.6,0.0,2.12,-1.0,17429080746.67,4457620480.0,119.0,3.6,6553600.0,0.0,32117.0,51.77,124296.0,0.01,46.27,0.0,16180529834.67,0.0,0.0,0.55,0.134,466.35,2.32
1648574520,3.34,1.58,68.18,74.3,3.65,4813492.67,0.0,49.75,8800.0,301.5,14992.0,0.0,0.0,4.68,0.0,0.0,0.0,46.68,5.08,20646606165.33,108.37,0.0,10.0,18.0,-1.0,103.57,0.47,1.8,13.11,0.78,0.0,17463934976.0,1.59,0.0,2.07,-1.0,17468749141.33,4467215701.33,110.0,3.48,6553600.0,0.0,32117.0,55.72,124576.0,0.01,46.32,0.0,16170935637.33,0.0,0.0,0.79,0.134,706.62,2.5
1648648260,3.76,1.76,68.53,76.98,3.73,4831369.33,0.0,50.0,8864.0,300.0,15079.0,0.0,0.0,3.61,0.0,0.0,0.0,46.95,5.03,20646606165.33,114.88,0.0,10.0,19.5,14942.0,110.11,0.47,1.25,12.4,0.78,0.0,16897482752.0,1.86,0.0,2.1,17038.0,16902313301.33,4326230357.33,138.0,3.55,6553600.0,0.0,32117.0,57.72,124800.0,0.01,46.52,0.0,16311921322.67,0.0,0.0,0.75,0.135,742.9,3.25
1648631880,3.59,1.97,68.76,81.93,3.65,4829858.33,0.0,49.75,8800.0,297.0,15262.0,0.0,0.0,4.37,0.0,0.0,0.0,47.52,5.52,20646606165.33,210.74,0.0,10.0,28.0,-1.0,209.11,0.47,1.62,13.47,0.76,0.0,16957412693.33,1.95,0.0,2.07,-1.0,16962243242.67,4339585706.67,137.0,3.44,6553600.0,0.0,32117.0,59.18,122932.0,0.01,46.57,0.0,16298565632.0,0.0,0.0,1.19,0.134,1441.02,4.03
1648615500,3.64,1.95,68.67,83.78,3.61,4827958.67,0.0,49.7,8800.0,303.0,15271.0,0.0,0.0,4.8,0.0,0.0,0.0,47.55,5.76,20646606165.33,200.15,0.0,10.0,44.5,-1.0,198.01,0.47,1.71,14.2,0.71,0.0,17033550506.67,2.26,0.0,2.08,-1.0,17038378325.33,4358800725.33,126.0,3.25,6553600.0,0.0,32117.0,60.25,124586.0,0.01,45.98,0.0,16279349930.67,0.0,0.0,0.83,0.134,1373.62,4.0
1648599120,4.43,1.4,68.25,76.03,3.69,4816360.33,0.0,49.75,8864.0,300.5,14923.0,0.0,0.0,4.81,0.0,0.0,0.0,46.46,5.31,20646606165.33,111.2,0.0,10.0,18.0,-1.0,106.31,0.47,1.44,14.54,0.78,0.0,17397441877.33,1.53,0.0,2.1,-1.0,17402258773.33,4450496512.0,119.0,3.54,6553600.0,0.0,32117.0,56.63,124154.0,0.01,46.42,0.0,16187654144.0,0.0,0.0,0.94,0.135,740.42,3.07
1648582740,3.67,2.17,68.09,74.43,3.74,4814102.67,0.0,49.9,8864.0,302.0,15104.0,0.0,0.0,3.44,0.0,0.0,0.0,47.03,5.14,20646606165.33,117.33,0.0,10.0,19.0,-1.0,114.07,0.47,1.54,12.26,0.77,0.0,17450852352.0,2.11,0.0,2.13,-1.0,17455666517.33,4464511658.67,116.0,3.57,6553600.0,0.0,32117.0,55.95,124160.0,0.01,45.48,0.0,16173638997.33,0.0,0.0,0.67,0.135,804.17,2.5
1648640100,4.16,1.96,68.66,97.27,3.71,4830555.33,0.0,50.05,8864.0,302.5,15065.0,0.0,0.0,4.94,0.0,0.0,0.0,46.91,5.69,20646606165.33,212.2,0.0,10.0,31.0,-1.0,207.87,0.47,1.63,14.79,0.75,0.0,16932373845.33,2.2,0.0,2.14,-1.0,16937204394.67,4334020949.33,138.0,3.46,6553600.0,0.0,32117.0,74.08,123762.0,0.01,46.46,0.0,16304129365.33,0.0,0.0,1.08,0.135,1368.35,4.25
1648623720,3.87,1.92,68.69,82.55,3.73,4828786.33,0.0,49.85,8832.0,299.0,15305.0,0.0,0.0,4.27,0.0,0.0,0.0,47.65,5.59,20646606165.33,194.48,0.0,10.0,72.0,-1.0,192.2,0.47,1.69,13.72,0.67,0.0,16994029568.0,1.95,0.0,2.13,-1.0,16998858752.0,4348945408.0,132.0,3.13,6553600.0,0.0,32117.0,59.98,124160.0,0.01,46.46,0.0,16289206272.0,0.0,0.0,0.65,0.135,1361.05,3.32
1648607340,3.72,1.84,68.44,80.52,3.75,4822267.67,0.0,49.65,8864.0,298.5,14836.0,0.0,0.0,4.07,0.0,0.0,0.0,46.19,5.42,20646606165.33,172.82,0.0,10.0,46.5,-1.0,170.27,0.47,1.42,13.2,0.72,0.0,17077665792.0,1.87,0.0,2.13,-1.0,17082488149.33,4370982570.67,123.0,3.36,6553600.0,0.0,32117.0,58.28,124042.0,0.01,46.4,0.0,16267168426.67,0.0,0.0,0.87,0.135,1218.48,3.6
1648590960,3.67,1.34,68.16,66.98,3.68,4814862.67,0.0,49.8,8800.0,301.5,14924.0,0.0,0.0,4.01,0.0,0.0,0.8,46.47,4.68,20646606165.33,63.16,0.0,10.0,12.0,14862.0,57.64,0.47,1.11,12.36,0.8,0.0,17424162816.0,1.57,0.0,2.07,17193.0,17428978346.67,4457592832.0,119.0,3.56,6553600.0,0.0,32117.0,51.3,124160.0,0.01,46.27,0.0,16180558506.67,0.0,0.0,0.46,0.134,426.08,2.13
1648574580,3.38,1.51,68.18,73.95,3.45,4813494.33,0.0,50.05,8800.0,319.5,14995.0,0.0,0.0,3.33,0.0,0.0,0.0,46.69,4.85,20646606165.33,111.52,0.0,10.0,0.0,-1.0,106.36,0.47,1.39,11.56,0.79,0.0,17463644160.0,1.56,0.0,2.05,-1.0,17468456960.0,4467137536.0,110.0,3.45,6553600.0,0.0,32117.0,55.15,132252.0,0.01,46.32,0.0,16171013461.33,0.0,0.0,0.0,0.134,711.07,3.08
1648648320,3.65,1.77,68.53,76.05,3.62,4831364.0,0.0,49.9,8800.0,306.0,15101.0,0.0,0.0,3.89,0.0,0.0,0.0,47.02,5.14,20646606165.33,117.05,0.0,10.0,20.0,-1.0,111.92,0.47,1.6,12.68,0.76,0.0,16898153130.67,1.85,0.0,2.08,-1.0,16902983680.0,4326392149.33,138.0,3.44,6553600.0,0.0,32117.0,57.0,124518.0,0.01,46.57,0.0,16311758848.0,0.0,0.0,0.8,0.134,765.08,2.53
