timestamp,container_network_receive_MB.eth0,container_network_transmit_errors.eth0,container_network_receive_packets_dropped.eth0,container_network_transmit_MB.eth0,container_fs_reads./dev/vda1,container_fs_reads./dev/vda,container_memory_usage_MB,container_memory_rss,container_fs_sector_reads./dev/vda1,container_ulimits_soft.max_open_files,container_last_seen,container_fs_writes_MB./dev/vda,container_spec_cpu_period,container_tasks_state.running,container_tasks_state.stopped,container_tasks_state.uninterruptible,container_tasks_state.sleeping,container_tasks_state.iowaiting,container_fs_read_seconds./dev/vda1,container_fs_reads_MB./dev/vda,container_spec_memory_reservation_limit_MB,container_fs_reads_merged./dev/vda1,container_cpu_user_seconds,container_fs_write_seconds./dev/vda1,container_threads_max,container_spec_cpu_quota,container_file_descriptors,container_cpu_cfs_periods,container_fs_usage_MB./dev/vda1,container_fs_writes./dev/vda1,container_fs_writes./dev/vda,container_memory_working_set_MB,container_sockets,container_spec_memory_swap_limit_MB,container_fs_sector_writes./dev/vda1,container_memory_swap,container_fs_limit_MB./dev/vda1,container_memory_max_usage_MB,container_memory_failcnt,container_network_transmit_packets.eth0,container_fs_io_time_seconds./dev/vda1,container_cpu_load_average_10s,container_fs_inodes_free./dev/vda1,container_network_transmit_packets_dropped.eth0,container_fs_writes_merged./dev/vda1,container_cpu_cfs_throttled_periods,container_threads,container_fs_inodes./dev/vda1,container_network_receive_errors.eth0,container_memory_mapped_file,container_spec_memory_limit_MB,container_memory_failures.container.pgmajfault,container_memory_failures.hierarchy.pgfault,container_memory_failures.hierarchy.pgmajfault,container_memory_failures.container.pgfault,container_spec_cpu_shares,container_fs_io_time_weighted_seconds./dev/vda1,container_start_time_seconds,container_memory_cache,container_cpu_usage_seconds,container_cpu_cfs_throttled_seconds,container_fs_io_current./dev/vda1,container_network_receive_packets.eth0,container_cpu_system_seconds
1648807200,0.20474434,0.0,0.0,1.1292892,0.0,0.0,60.529297,33378304.0,0.0,1048576.0,1648807300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415,0.0,0.0,40000.0,22.0,393.5,7.5273438,0.0,0.0,44.30664,4.0,256.0,0.0,0.0,604630.75,65.26953,0.0,1004.5,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,15273984.0,256.0,0.0,4075.5,0.0,4075.5,204.0,0.0,1648750000.0,21585920.0,0.5012913,0.0,0.0,1079.0,0.08
1648807260,0.20474434,0.0,0.0,1.1292892,0.0,0.0,60.132812,32960512.0,0.0,1048576.0,1648807300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415,0.0,0.0,40000.0,22.0,393.5,7.7148438,0.0,0.0,43.910156,4.0,256.0,0.0,0.0,604630.75,65.26953,0.0,1004.5,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,15273984.0,256.0,0.0,4075.5,0.0,4075.5,204.0,0.0,1648750000.0,21585920.0,0.5012913,0.0,0.0,1079.0,0.08
1648807320,0.21791697,0.0,0.0,1.1693239,0.0,0.0,60.03711,32892928.0,0.0,1048576.0,1648807400.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,40000.0,22.0,347.5,7.904297,0.0,0.0,43.814453,4.0,256.0,0.0,0.0,604630.75,65.26953,0.0,1065.0,0.0,0.0,0.0,0.0,0.0,0.5,12.0,0.0,0.0,15273984.0,256.0,0.0,3844.5,0.0,3844.5,204.0,0.0,1648750000.0,21585920.0,0.44899833,0.0279085,0.0,1129.5,0.06
1648807380,0.23475504,0.0,0.0,1.2215466,0.0,0.0,59.941406,32825344.0,0.0,1048576.0,1648807400.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,40000.0,22.0,398.0,8.1015625,0.0,0.0,43.71875,4.0,256.0,0.0,0.0,604630.75,65.26953,0.0,1148.0,0.0,0.0,0.0,0.0,0.0,0.5,12.0,0.0,0.0,15273984.0,256.0,0.0,4372.5,0.0,4372.5,204.0,0.0,1648750000.0,21585920.0,0.51543677,0.0279085,0.0,1212.0,0.085
1648807440,0.26289272,0.0,0.0,1.3088646,0.0,0.0,59.828125,32825344.0,0.0,1048576.0,1648807400.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,40000.0,22.0,397.5,8.3046875,0.0,0.0,43.742188,4.0,256.0,0.0,0.0,604630.75,65.26953,0.0,1289.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,15273984.0,256.0,0.0,3993.0,0.0,3993.0,204.0,0.0,1648750000.0,21446656.0,0.48372266,0.0,0.0,1365.5,0.065
1648807500,0.22179079,0.0,0.0,1.1847744,0.0,0.0,59.828125,32825344.0,0.0,1048576.0,1648807600.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,40000.0,22.0,372.5,8.503906,0.0,0.0,43.742188,4.0,256.0,0.0,0.0,604630.75,65.26953,0.0,1086.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,15273984.0,256.0,0.0,3861.0,0.0,3861.0,204.0,0.0,1648750000.0,21446656.0,0.46866,0.0,0.0,1152.0,0.075
1648807560,0.24383211,0.0,0.0,1.2436152,0.0,0.0,59.835938,32825344.0,0.0,1048576.0,1648807600.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,40000.0,22.0,468.0,8.697266,0.0,0.0,43.878906,4.0,256.0,0.0,0.0,604630.75,65.26953,0.0,1192.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,15273984.0,256.0,0.0,4686.0,0.0,4686.0,204.0,0.0,1648750000.0,21446656.0,0.5776345,0.0,0.0,1277.5,0.095
1648807620,0.2349391,0.0,0.0,1.2269397,0.0,0.0,60.023438,33030144.0,0.0,1048576.0,1648807700.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.465,0.0,0.0,40000.0,22.0,391.5,8.894531,0.0,0.0,44.066406,4.0,256.0,0.0,0.0,604630.75,65.26953,0.0,1157.5,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,15273984.0,256.0,0.0,4983.0,0.0,4983.0,204.0,0.0,1648750000.0,21446656.0,0.55465233,0.042806,0.0,1211.5,0.07
1648807680,0.2234993,0.0,0.0,1.1844945,0.0,0.0,60.023438,33030144.0,0.0,1048576.0,1648807700.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355,0.0,0.0,40000.0,22.0,370.0,9.099609,0.0,0.0,44.066406,4.0,256.0,0.0,0.0,604630.75,65.26953,0.0,1091.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,15273984.0,256.0,0.0,3646.5,0.0,3646.5,204.0,0.0,1648750000.0,21446656.0,0.4539296,0.0,0.0,1160.0,0.075
1648807740,0.23744869,0.0,0.0,1.2312722,0.0,0.0,60.023438,33030144.0,0.0,1048576.0,1648807800.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.385,0.0,0.0,40000.0,22.0,391.5,9.298828,0.0,0.0,44.066406,4.0,256.0,0.0,0.0,604630.75,65.26953,0.0,1171.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,15273984.0,256.0,0.0,4042.5,0.0,4042.5,204.0,0.0,1648750000.0,21446656.0,0.48590264,0.0,0.0,1235.0,0.075
