timestamp,container_network_receive_MB.eth0,container_network_transmit_errors.eth0,container_network_receive_packets_dropped.eth0,container_network_transmit_MB.eth0,container_fs_reads./dev/vda1,container_fs_reads./dev/vda,container_memory_usage_MB,container_memory_rss,container_fs_sector_reads./dev/vda1,container_ulimits_soft.max_open_files,container_last_seen,container_fs_writes_MB./dev/vda,container_spec_cpu_period,container_tasks_state.running,container_tasks_state.stopped,container_tasks_state.uninterruptible,container_tasks_state.sleeping,container_tasks_state.iowaiting,container_fs_read_seconds./dev/vda1,container_fs_reads_MB./dev/vda,container_spec_memory_reservation_limit_MB,container_fs_reads_merged./dev/vda1,container_cpu_user_seconds,container_fs_write_seconds./dev/vda1,container_threads_max,container_spec_cpu_quota,container_file_descriptors,container_cpu_cfs_periods,container_fs_usage_MB./dev/vda1,container_fs_writes./dev/vda1,container_fs_writes./dev/vda,container_memory_working_set_MB,container_sockets,container_spec_memory_swap_limit_MB,container_fs_sector_writes./dev/vda1,container_memory_swap,container_fs_limit_MB./dev/vda1,container_memory_max_usage_MB,container_memory_failcnt,container_network_transmit_packets.eth0,container_fs_io_time_seconds./dev/vda1,container_cpu_load_average_10s,container_fs_inodes_free./dev/vda1,container_network_transmit_packets_dropped.eth0,container_fs_writes_merged./dev/vda1,container_cpu_cfs_throttled_periods,container_threads,container_fs_inodes./dev/vda1,container_network_receive_errors.eth0,container_memory_mapped_file,container_spec_memory_limit_MB,container_memory_failures.container.pgmajfault,container_memory_failures.hierarchy.pgfault,container_memory_failures.hierarchy.pgmajfault,container_memory_failures.container.pgfault,container_spec_cpu_shares,container_fs_io_time_weighted_seconds./dev/vda1,container_start_time_seconds,container_memory_cache,container_cpu_usage_seconds,container_cpu_cfs_throttled_seconds,container_fs_io_current./dev/vda1,container_network_receive_packets.eth0,container_cpu_system_seconds
1648807200,0.10016489,0.0,0.0,4.1080003,0.0,0.0,41.679688,12865536.0,0.0,1048576.0,1648807300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,20000.0,9.0,40.5,636.06445,0.0,0.0,26.269531,3.0,128.0,0.0,0.0,604630.75,128.0039,43.0,693.0,0.0,0.0,0.0,0.0,0.0,4.5,45.0,0.0,0.0,7704576.0,128.0,0.0,0.0,0.0,0.0,102.0,0.0,1647144400.0,16371712.0,0.20040813,0.65474534,0.0,919.5,0.07
1648807260,0.10016489,0.0,0.0,4.1080003,0.0,0.0,41.679688,12865536.0,0.0,1048576.0,1648807300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,20000.0,9.0,40.5,636.06836,0.0,0.0,26.269531,3.0,128.0,0.0,0.0,604630.75,128.0039,43.0,693.0,0.0,0.0,0.0,0.0,0.0,4.5,45.0,0.0,0.0,7704576.0,128.0,0.0,0.0,0.0,0.0,102.0,0.0,1647144400.0,16371712.0,0.20040813,0.65474534,0.0,919.5,0.07
1648807320,0.068769455,0.0,0.0,2.7498584,0.0,0.0,41.679688,12865536.0,0.0,1048576.0,1648807400.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,20000.0,9.0,29.5,636.07227,0.0,0.0,26.269531,3.0,128.0,0.0,0.0,604630.75,128.0039,43.0,510.0,0.0,0.0,0.0,0.0,0.0,4.0,45.0,0.0,0.0,7704576.0,128.0,0.0,0.0,0.0,0.0,102.0,0.0,1647144400.0,16371712.0,0.16864781,0.29766384,0.0,651.0,0.07
1648807380,0.05581999,0.0,0.0,1.4386263,0.0,0.0,41.640625,12865536.0,0.0,1048576.0,1648807400.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.0,0.0,20000.0,9.0,28.5,636.0762,0.0,0.0,26.230469,3.0,128.0,0.0,0.0,604630.75,128.0039,43.0,431.0,0.0,0.0,0.0,0.0,0.0,3.5,45.0,0.0,0.0,7704576.0,128.0,0.0,0.0,0.0,0.0,102.0,0.0,1647144400.0,16371712.0,0.1874271,0.5154378,0.0,475.0,0.065
1648807440,0.08366394,0.0,0.0,3.4427176,0.0,0.0,41.4375,12865536.0,0.0,1048576.0,1648807400.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.0,20000.0,9.0,23.0,636.0801,0.0,0.0,26.160156,3.0,128.0,0.0,0.0,604630.75,128.0039,43.0,617.0,0.0,0.0,0.0,0.0,0.0,2.5,45.0,0.0,0.0,7704576.0,128.0,0.0,0.0,0.0,0.0,102.0,0.0,1647144400.0,16216064.0,0.13255414,0.27917406,0.0,774.0,0.045
1648807500,0.062118053,0.0,0.0,2.084241,0.0,0.0,41.4375,12865536.0,0.0,1048576.0,1648807600.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.0,0.0,20000.0,9.0,31.0,636.084,0.0,0.0,26.160156,3.0,128.0,0.0,0.0,604630.75,128.0039,43.0,438.5,0.0,0.0,0.0,0.0,0.0,4.0,45.0,0.0,0.0,7704576.0,128.0,0.0,0.0,0.0,0.0,102.0,0.0,1647144400.0,16216064.0,0.17754652,0.38247856,0.0,574.0,0.055
1648807560,0.098332405,0.0,0.0,4.1251473,0.0,0.0,41.4375,12865536.0,0.0,1048576.0,1648807600.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,20000.0,9.0,29.0,636.0879,0.0,0.0,26.160156,3.0,128.0,0.0,0.0,604630.75,128.0039,43.0,705.5,0.0,0.0,0.0,0.0,0.0,4.0,45.0,0.0,0.0,7704576.0,128.0,0.0,0.0,0.0,0.0,102.0,0.0,1647144400.0,16216064.0,0.18114866,0.32791635,0.0,873.5,0.06
1648807620,0.053839684,0.0,0.0,1.4253345,0.0,0.0,41.4375,12865536.0,0.0,1048576.0,1648807700.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.0,0.0,20000.0,9.0,39.0,636.09375,0.0,0.0,26.160156,3.0,128.0,0.0,0.0,604630.75,128.0039,43.0,409.0,0.0,0.0,0.0,0.0,0.0,5.5,45.0,0.0,0.0,7704576.0,128.0,0.0,0.0,0.0,0.0,102.0,0.0,1647144400.0,16216064.0,0.20232156,0.5033204,0.0,466.5,0.065
1648807680,0.07751274,0.0,0.0,3.4225798,0.0,0.0,41.4375,12865536.0,0.0,1048576.0,1648807700.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,20000.0,9.0,28.5,636.09766,0.0,0.0,26.160156,3.0,128.0,0.0,0.0,604630.75,128.0039,43.0,586.0,0.0,0.0,0.0,0.0,0.0,5.0,45.0,0.0,0.0,7704576.0,128.0,0.0,0.0,0.0,0.0,102.0,0.0,1647144400.0,16216064.0,0.18648475,0.7409614,0.0,750.0,0.085
1648807740,0.07794571,0.0,0.0,2.7877846,0.0,0.0,41.4375,12865536.0,0.0,1048576.0,1648807800.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,20000.0,9.0,27.0,636.10156,0.0,0.0,26.160156,3.0,128.0,0.0,0.0,604630.75,128.0039,43.0,581.5,0.0,0.0,0.0,0.0,0.0,3.0,45.0,0.0,0.0,7704576.0,128.0,0.0,0.0,0.0,0.0,102.0,0.0,1647144400.0,16216064.0,0.13219889,0.45038402,0.0,684.5,0.05
