timestamp,container_network_receive_MB.eth0,container_network_transmit_errors.eth0,container_network_receive_packets_dropped.eth0,container_network_transmit_MB.eth0,container_fs_reads./dev/vda1,container_fs_reads./dev/vda,container_memory_usage_MB,container_memory_rss,container_fs_sector_reads./dev/vda1,container_ulimits_soft.max_open_files,container_last_seen,container_fs_writes_MB./dev/vda,container_spec_cpu_period,container_tasks_state.running,container_tasks_state.stopped,container_tasks_state.uninterruptible,container_tasks_state.sleeping,container_tasks_state.iowaiting,container_fs_read_seconds./dev/vda1,container_fs_reads_MB./dev/vda,container_spec_memory_reservation_limit_MB,container_fs_reads_merged./dev/vda1,container_cpu_user_seconds,container_fs_write_seconds./dev/vda1,container_threads_max,container_spec_cpu_quota,container_file_descriptors,container_cpu_cfs_periods,container_fs_usage_MB./dev/vda1,container_fs_writes./dev/vda1,container_fs_writes./dev/vda,container_memory_working_set_MB,container_sockets,container_spec_memory_swap_limit_MB,container_fs_sector_writes./dev/vda1,container_memory_swap,container_fs_limit_MB./dev/vda1,container_memory_max_usage_MB,container_memory_failcnt,container_network_transmit_packets.eth0,container_fs_io_time_seconds./dev/vda1,container_cpu_load_average_10s,container_fs_inodes_free./dev/vda1,container_network_transmit_packets_dropped.eth0,container_fs_writes_merged./dev/vda1,container_cpu_cfs_throttled_periods,container_threads,container_fs_inodes./dev/vda1,container_network_receive_errors.eth0,container_memory_mapped_file,container_spec_memory_limit_MB,container_memory_failures.container.pgmajfault,container_memory_failures.hierarchy.pgfault,container_memory_failures.hierarchy.pgmajfault,container_memory_failures.container.pgfault,container_spec_cpu_shares,container_fs_io_time_weighted_seconds./dev/vda1,container_start_time_seconds,container_memory_cache,container_cpu_usage_seconds,container_cpu_cfs_throttled_seconds,container_fs_io_current./dev/vda1,container_network_receive_packets.eth0,container_cpu_system_seconds
1648807200,0.07597113,0.0,0.0,2.1225324,0.0,0.0,36.742188,14303232.0,0.0,1048576.0,1648807300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,20000.0,9.0,34.5,1102.0352,0.0,0.0,22.175781,3.0,128.0,0.0,0.0,604630.75,128.0039,64.0,558.5,0.0,0.0,0.0,0.0,0.0,3.5,40.0,0.0,0.0,405504.0,128.0,0.0,0.0,0.0,0.0,102.0,0.0,1647144300.0,11341824.0,0.21501546,0.3850401,0.0,647.0,0.075
1648807260,0.07597113,0.0,0.0,2.1225324,0.0,0.0,36.742188,14303232.0,0.0,1048576.0,1648807300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,20000.0,9.0,34.5,1102.0391,0.0,0.0,22.175781,3.0,128.0,0.0,0.0,604630.75,128.0039,64.0,558.5,0.0,0.0,0.0,0.0,0.0,3.5,40.0,0.0,0.0,405504.0,128.0,0.0,0.0,0.0,0.0,102.0,0.0,1647144300.0,11341824.0,0.21501546,0.3850401,0.0,647.0,0.075
1648807320,0.078930855,0.0,0.0,3.426362,0.0,0.0,36.742188,14303232.0,0.0,1048576.0,1648807400.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.0,0.0,20000.0,9.0,31.0,1102.043,0.0,0.0,22.175781,3.0,128.0,0.0,0.0,604630.75,128.0039,64.0,595.0,0.0,0.0,0.0,0.0,0.0,4.5,40.0,0.0,0.0,405504.0,128.0,0.0,0.0,0.0,0.0,102.0,0.0,1647144300.0,11341824.0,0.17101383,0.5058308,0.0,750.5,0.07
1648807380,0.07562399,0.0,0.0,2.767542,0.0,0.0,36.628906,14303232.0,0.0,1048576.0,1648807400.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.0,0.0,20000.0,9.0,30.0,1102.0527,0.0,0.0,22.203125,3.0,128.0,0.0,0.0,604630.75,128.0039,64.0,551.5,0.0,0.0,0.0,0.0,0.0,5.5,40.0,0.0,0.0,405504.0,128.0,0.0,0.0,0.0,0.0,102.0,0.0,1647144300.0,11204608.0,0.17985792,0.37569162,0.0,678.5,0.06
1648807440,0.07278013,0.0,0.0,2.7517076,0.0,0.0,36.5,14303232.0,0.0,1048576.0,1648807400.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.0,0.0,20000.0,9.0,21.0,1102.0547,0.0,0.0,22.214844,3.0,128.0,0.0,0.0,604630.75,128.0039,64.0,512.5,0.0,0.0,0.0,0.0,0.0,4.0,40.0,0.0,0.0,405504.0,128.0,0.0,0.0,0.0,0.0,102.0,0.0,1647144300.0,11067392.0,0.13628417,0.38946554,0.0,670.5,0.05
1648807500,0.062485695,0.0,0.0,2.0795383,0.0,0.0,36.5,14303232.0,0.0,1048576.0,1648807600.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.0,0.0,20000.0,9.0,34.5,1102.0586,0.0,0.0,22.214844,3.0,128.0,0.0,0.0,604630.75,128.0039,64.0,452.0,0.0,0.0,0.0,0.0,0.0,5.5,40.0,0.0,0.0,405504.0,128.0,0.0,0.0,0.0,0.0,102.0,0.0,1647144300.0,11067392.0,0.19154914,0.54522824,0.0,576.5,0.06
1648807560,0.07113838,0.0,0.0,3.3968248,0.0,0.0,36.5,14303232.0,0.0,1048576.0,1648807600.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085,0.0,0.0,20000.0,9.0,25.5,1102.0625,0.0,0.0,22.214844,3.0,128.0,0.0,0.0,604630.75,128.0039,64.0,522.0,0.0,0.0,0.0,0.0,0.0,7.0,40.0,0.0,0.0,405504.0,128.0,0.0,0.0,0.0,0.0,102.0,0.0,1647144300.0,11067392.0,0.19914205,0.83729476,0.0,689.5,0.075
1648807620,0.08307171,0.0,0.0,2.786511,0.0,0.0,36.5,14303232.0,0.0,1048576.0,1648807700.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,20000.0,9.0,27.0,1102.0664,0.0,0.0,22.214844,3.0,128.0,0.0,0.0,604630.75,128.0039,64.0,600.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,0.0,0.0,405504.0,128.0,0.0,0.0,0.0,0.0,102.0,0.0,1647144300.0,11067392.0,0.18380362,0.6065862,0.0,726.5,0.08
1648807680,0.08269501,0.0,0.0,2.7831163,0.0,0.0,36.5,14303232.0,0.0,1048576.0,1648807700.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085,0.0,0.0,20000.0,9.0,26.5,1102.0723,0.0,0.0,22.214844,3.0,128.0,0.0,0.0,604630.75,128.0039,64.0,596.5,0.0,0.0,0.0,0.0,0.0,2.5,40.0,0.0,0.0,405504.0,128.0,0.0,0.0,0.0,0.0,102.0,0.0,1647144300.0,11067392.0,0.17678005,0.164561,0.0,737.5,0.06
1648807740,0.07119417,0.0,0.0,2.7468634,0.0,0.0,36.5,14303232.0,0.0,1048576.0,1648807800.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.0,0.0,20000.0,9.0,25.0,1102.0742,0.0,0.0,22.214844,3.0,128.0,0.0,0.0,604630.75,128.0039,64.0,506.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,0.0,0.0,405504.0,128.0,0.0,0.0,0.0,0.0,102.0,0.0,1647144300.0,11067392.0,0.14046448,0.118483216,0.0,693.5,0.045
1648807800,0.071027756,0.0,0.0,2.7545118,0.0,0.0,36.5,14303232.0,0.0,1048576.0,1648807800.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.0,0.0,20000.0,9.0,34.0,1102.0781,0.0,0.0,22.214844,3.0,128.0,0.0,0.0,604630.75,128.0039,64.0,526.5,0.0,0.0,0.0,0.0,0.0,2.0,40.0,0.0,0.0,405504.0,128.0,0.0,0.0,0.0,0.0,102.0,0.0,1647144300.0,11067392.0,0.16991626,0.09201892,0.0,668.5,0.055
