timestamp,container_network_receive_MB.eth0,container_network_transmit_errors.eth0,container_network_receive_packets_dropped.eth0,container_network_transmit_MB.eth0,container_network_transmit_packets.eth0,container_network_transmit_packets_dropped.eth0,container_network_receive_errors.eth0,container_network_receive_packets.eth0
1648807200,0.1377511,0.0,0.0,0.14706612,712.0,0.0,0.0,1323.5
1648807260,0.1377511,0.0,0.0,0.14706612,712.0,0.0,0.0,1323.5
1648807320,0.14318419,0.0,0.0,0.16612482,746.0,0.0,0.0,1381.0
1648807380,0.12852478,0.0,0.0,0.14070892,662.5,0.0,0.0,1245.5
1648807440,0.13326883,0.0,0.0,0.12627792,683.0,0.0,0.0,1285.0
1648807500,0.12999678,0.0,0.0,0.14109707,669.5,0.0,0.0,1262.0
1648807560,0.15585327,0.0,0.0,0.17319345,802.5,0.0,0.0,1503.0
1648807620,0.11575794,0.0,0.0,0.11669922,599.5,0.0,0.0,1125.0
1648807680,0.1504054,0.0,0.0,0.1694665,768.5,0.0,0.0,1449.5
1648807740,0.11293697,0.0,0.0,0.114836216,583.0,0.0,0.0,1097.0
1648807800,0.42423248,0.0,0.0,0.14595842,770.5,0.0,0.0,1368.0
1648807860,0.44840527,0.0,0.0,0.21091604,895.0,0.0,0.0,1608.5
1648807920,0.13519526,0.0,0.0,0.14449644,693.5,0.0,0.0,1305.5
1648807980,0.13407707,0.0,0.0,0.14329767,691.0,0.0,0.0,1301.5
1648808040,0.13643599,0.0,0.0,0.12849474,701.0,0.0,0.0,1316.0
1648808100,0.14837885,0.0,0.0,0.16816187,765.5,0.0,0.0,1437.0
1648808160,0.12793016,0.0,0.0,0.14078522,660.0,0.0,0.0,1236.5
1648808220,0.13040066,0.0,0.0,0.1420641,676.5,0.0,0.0,1264.0
1648808280,0.14203644,0.0,0.0,0.1310854,729.5,0.0,0.0,1369.5
1648808340,0.13498688,0.0,0.0,0.14387894,696.5,0.0,0.0,1307.0
1648808400,0.14723969,0.0,0.0,0.16861868,752.0,0.0,0.0,1419.0
