timestamp,container_network_receive_MB.eth0,container_network_transmit_errors.eth0,container_network_receive_packets_dropped.eth0,container_network_transmit_MB.eth0,container_fs_reads./dev/vda1,container_fs_reads./dev/vda,container_memory_usage_MB,container_memory_rss,container_fs_sector_reads./dev/vda1,container_ulimits_soft.max_open_files,container_last_seen,container_fs_writes_MB./dev/vda,container_spec_cpu_period,container_tasks_state.running,container_tasks_state.stopped,container_tasks_state.uninterruptible,container_tasks_state.sleeping,container_tasks_state.iowaiting,container_fs_read_seconds./dev/vda1,container_fs_reads_MB./dev/vda,container_spec_memory_reservation_limit_MB,container_fs_reads_merged./dev/vda1,container_cpu_user_seconds,container_fs_write_seconds./dev/vda1,container_threads_max,container_spec_cpu_quota,container_file_descriptors,container_cpu_cfs_periods,container_fs_usage_MB./dev/vda1,container_fs_writes./dev/vda1,container_fs_writes./dev/vda,container_memory_working_set_MB,container_sockets,container_spec_memory_swap_limit_MB,container_fs_sector_writes./dev/vda1,container_memory_swap,container_fs_limit_MB./dev/vda1,container_memory_max_usage_MB,container_memory_failcnt,container_network_transmit_packets.eth0,container_fs_io_time_seconds./dev/vda1,container_cpu_load_average_10s,container_fs_inodes_free./dev/vda1,container_network_transmit_packets_dropped.eth0,container_fs_writes_merged./dev/vda1,container_cpu_cfs_throttled_periods,container_threads,container_fs_inodes./dev/vda1,container_network_receive_errors.eth0,container_memory_mapped_file,container_spec_memory_limit_MB,container_memory_failures.container.pgmajfault,container_memory_failures.hierarchy.pgfault,container_memory_failures.hierarchy.pgmajfault,container_memory_failures.container.pgfault,container_spec_cpu_shares,container_fs_io_time_weighted_seconds./dev/vda1,container_start_time_seconds,container_memory_cache,container_cpu_usage_seconds,container_cpu_cfs_throttled_seconds,container_fs_io_current./dev/vda1,container_network_receive_packets.eth0,container_cpu_system_seconds
1648807200,0.12523365,0.0,0.0,1.4382372,0.0,0.0,168.3789,155756540.0,0.0,1048576.0,1648807300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,60000.0,163.0,282.5,16.882812,0.0,0.0,159.48828,8.0,256.0,0.0,0.0,604630.75,168.76172,0.0,847.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,0.0,0.0,10543104.0,256.0,0.0,99.0,0.0,99.0,409.0,0.0,1648784600.0,12570624.0,0.53486913,0.0,0.0,873.5,0.125
1648807260,0.12523365,0.0,0.0,1.4382372,0.0,0.0,168.58594,156024830.0,0.0,1048576.0,1648807300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,60000.0,163.0,282.5,17.074219,0.0,0.0,159.69531,8.0,256.0,0.0,0.0,604630.75,168.76367,0.0,847.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,0.0,0.0,10543104.0,256.0,0.0,99.0,0.0,99.0,409.0,0.0,1648784600.0,12570624.0,0.53486913,0.0,0.0,873.5,0.125
1648807320,0.104768276,0.0,0.0,1.4017482,0.0,0.0,169.33203,156766200.0,0.0,1048576.0,1648807400.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495,0.0,0.0,60000.0,163.0,336.5,17.269531,0.0,0.0,160.4414,8.0,256.0,0.0,0.0,604630.75,169.49219,0.0,713.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,10543104.0,256.0,0.0,346.5,0.0,346.5,409.0,0.0,1648784600.0,12570624.0,0.6246257,0.0,0.0,738.0,0.135
1648807380,0.121403694,0.0,0.0,1.4390893,0.0,0.0,172.45703,160010240.0,0.0,1048576.0,1648807400.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.435,0.0,0.0,60000.0,163.0,301.0,17.46875,0.0,0.0,163.63086,8.0,256.0,0.0,0.0,604630.75,172.66016,0.0,825.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,10543104.0,256.0,0.0,957.0,0.0,957.0,409.0,0.0,1648784600.0,12570624.0,0.5697165,0.0,0.0,848.5,0.115
1648807440,0.12010574,0.0,0.0,1.4126787,0.0,0.0,172.71875,160415740.0,0.0,1048576.0,1648807400.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,60000.0,163.0,317.0,17.667969,0.0,0.0,164.08594,8.0,256.0,0.0,0.0,604630.75,172.79102,0.0,794.5,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,10543104.0,256.0,0.0,99.0,0.0,99.0,409.0,0.0,1648784600.0,12570624.0,0.59361744,0.0,0.0,837.0,0.095
1648807500,0.11589241,0.0,0.0,1.4153132,0.0,0.0,173.20703,160753660.0,0.0,1048576.0,1648807600.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,60000.0,163.0,290.0,17.878906,0.0,0.0,164.57422,8.0,256.0,0.0,0.0,604630.75,173.41602,0.0,777.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,0.0,0.0,10543104.0,256.0,0.0,99.0,0.0,99.0,409.0,0.0,1648784600.0,12570624.0,0.52592546,0.0,0.0,821.0,0.105
1648807560,0.10437584,0.0,0.0,1.4058719,0.0,0.0,173.52344,161024000.0,0.0,1048576.0,1648807600.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.465,0.0,0.0,60000.0,163.0,341.0,18.078125,0.0,0.0,164.89062,8.0,256.0,0.0,0.0,604630.75,173.72266,0.0,710.5,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,10543104.0,256.0,0.0,82.5,0.0,82.5,409.0,0.0,1648784600.0,12570624.0,0.5921574,0.0,0.0,734.0,0.1
1648807620,0.11561203,0.0,0.0,1.4291668,0.0,0.0,173.91406,161294340.0,0.0,1048576.0,1648807700.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,60000.0,163.0,318.5,18.285156,0.0,0.0,165.28125,8.0,256.0,0.0,0.0,604630.75,174.0957,0.0,791.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,0.0,0.0,10543104.0,256.0,0.0,115.5,0.0,115.5,409.0,0.0,1648784600.0,12570624.0,0.6091283,0.0,0.0,807.5,0.12
1648807680,0.117768764,0.0,0.0,1.4069147,0.0,0.0,174.0918,161497090.0,0.0,1048576.0,1648807700.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,60000.0,163.0,317.5,18.484375,0.0,0.0,165.45898,8.0,256.0,0.0,0.0,604630.75,174.25977,0.0,788.5,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,10543104.0,256.0,0.0,49.5,0.0,49.5,409.0,0.0,1648784600.0,12570624.0,0.61875385,0.0,0.0,826.5,0.13
1648807740,0.10879707,0.0,0.0,1.4234605,0.0,0.0,174.51758,161970180.0,0.0,1048576.0,1648807800.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,60000.0,163.0,281.0,18.695312,0.0,0.0,165.88477,8.0,256.0,0.0,0.0,604630.75,174.72461,0.0,751.5,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,10543104.0,256.0,0.0,148.5,0.0,148.5,409.0,0.0,1648784600.0,12570624.0,0.5465783,0.0,0.0,763.5,0.1
1648807800,0.12866831,0.0,0.0,1.4370017,0.0,0.0,174.89062,162375680.0,0.0,1048576.0,1648807800.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,60000.0,163.0,314.5,18.890625,0.0,0.0,166.25781,8.0,256.0,0.0,0.0,604630.75,175.09375,0.0,861.5,0.0,0.0,0.0,0.0,0.0,0.0,28.5,0.0,0.0,10543104.0,256.0,0.0,132.0,0.0,132.0,409.0,0.0,1648784600.0,12570624.0,0.58040977,0.0,0.0,886.0,0.09
