timestamp,container_network_receive_MB.eth0,container_network_transmit_errors.eth0,container_network_receive_packets_dropped.eth0,container_network_transmit_MB.eth0,container_fs_reads./dev/vda1,container_fs_reads./dev/vda,container_memory_usage_MB,container_memory_rss,container_fs_sector_reads./dev/vda1,container_ulimits_soft.max_open_files,container_last_seen,container_fs_writes_MB./dev/vda,container_spec_cpu_period,container_tasks_state.running,container_tasks_state.stopped,container_tasks_state.uninterruptible,container_tasks_state.sleeping,container_tasks_state.iowaiting,container_fs_read_seconds./dev/vda1,container_fs_reads_MB./dev/vda,container_spec_memory_reservation_limit_MB,container_fs_reads_merged./dev/vda1,container_cpu_user_seconds,container_fs_write_seconds./dev/vda1,container_threads_max,container_spec_cpu_quota,container_file_descriptors,container_cpu_cfs_periods,container_fs_usage_MB./dev/vda1,container_fs_writes./dev/vda1,container_fs_writes./dev/vda,container_memory_working_set_MB,container_sockets,container_spec_memory_swap_limit_MB,container_fs_sector_writes./dev/vda1,container_memory_swap,container_fs_limit_MB./dev/vda1,container_memory_max_usage_MB,container_memory_failcnt,container_network_transmit_packets.eth0,container_fs_io_time_seconds./dev/vda1,container_cpu_load_average_10s,container_fs_inodes_free./dev/vda1,container_network_transmit_packets_dropped.eth0,container_fs_writes_merged./dev/vda1,container_cpu_cfs_throttled_periods,container_threads,container_fs_inodes./dev/vda1,container_network_receive_errors.eth0,container_memory_mapped_file,container_spec_memory_limit_MB,container_memory_failures.container.pgmajfault,container_memory_failures.hierarchy.pgfault,container_memory_failures.hierarchy.pgmajfault,container_memory_failures.container.pgfault,container_spec_cpu_shares,container_fs_io_time_weighted_seconds./dev/vda1,container_start_time_seconds,container_memory_cache,container_cpu_usage_seconds,container_cpu_cfs_throttled_seconds,container_fs_io_current./dev/vda1,container_network_receive_packets.eth0,container_cpu_system_seconds
1648807200,0.03140545,0.0,0.0,0.4341426,0.0,0.0,107.24219,39784450.0,0.0,1048576.0,1648807300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,40000.0,11.0,59.0,51.671875,0.0,0.0,106.671875,5.0,1025.0,0.0,0.0,604630.75,1025.0039,6.0,220.5,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,1216512.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,43352064.0,0.0394455,0.0,0.0,321.0,0.01
1648807260,0.03140545,0.0,0.0,0.4341426,0.0,0.0,107.24219,39784450.0,0.0,1048576.0,1648807300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,40000.0,11.0,59.0,51.671875,0.0,0.0,106.671875,5.0,1025.0,0.0,0.0,604630.75,1025.0039,6.0,220.5,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,1216512.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,43352064.0,0.0394455,0.0,0.0,321.0,0.01
1648807320,0.029850006,0.0,0.0,0.4287119,0.0,0.0,107.24219,39784450.0,0.0,1048576.0,1648807400.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,11.0,56.0,51.67578,0.0,0.0,106.671875,5.0,1025.0,0.0,0.0,604630.75,1025.0039,6.0,212.5,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,1216512.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,43352064.0,0.037694756,0.0,0.0,315.5,0.005
1648807380,0.033390045,0.0,0.0,0.43105268,0.0,0.0,107.23828,39784450.0,0.0,1048576.0,1648807400.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,40000.0,11.0,59.0,51.677734,0.0,0.0,106.15234,5.0,1025.0,0.0,0.0,604630.75,1025.0039,6.0,225.5,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,1216512.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,43352064.0,0.036859326,0.0,0.0,328.5,0.01
1648807440,0.024087906,0.0,0.0,0.42259264,0.0,0.0,107.234375,39784450.0,0.0,1048576.0,1648807400.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,11.0,43.0,51.679688,0.0,0.0,105.63281,5.0,1025.0,0.0,0.0,604630.75,1025.0039,6.0,175.5,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,1216512.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,43352064.0,0.027533075,0.0,0.0,258.5,0.005
1648807500,0.03425789,0.0,0.0,0.43159866,0.0,0.0,107.234375,39784450.0,0.0,1048576.0,1648807600.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,40000.0,11.0,63.0,51.679688,0.0,0.0,105.63281,5.0,1025.0,0.0,0.0,604630.75,1025.0039,6.0,234.5,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,1216512.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,43352064.0,0.03998097,0.0,0.0,344.0,0.01
1648807560,0.024407864,0.0,0.0,0.42405844,0.0,0.0,107.234375,39784450.0,0.0,1048576.0,1648807600.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,40000.0,11.0,51.5,51.68164,0.0,0.0,105.50391,5.0,1025.0,0.0,0.0,604630.75,1025.0039,6.0,180.5,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,1216512.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,43352064.0,0.03504467,0.0,0.0,270.5,0.005
1648807620,0.029621601,0.0,0.0,0.4296279,0.0,0.0,107.234375,39784450.0,0.0,1048576.0,1648807700.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,40000.0,11.0,58.5,51.683594,0.0,0.0,105.50391,5.0,1025.0,0.0,0.0,604630.75,1025.0039,6.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,1216512.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,43352064.0,0.036610954,0.0,0.0,308.5,0.005
1648807680,0.025678635,0.0,0.0,0.422688,0.0,0.0,107.234375,39784450.0,0.0,1048576.0,1648807700.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,11.0,42.5,51.683594,0.0,0.0,105.50391,5.0,1025.0,0.0,0.0,604630.75,1025.0039,6.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,1216512.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,43352064.0,0.027250694,0.0,0.0,278.0,0.01
1648807740,0.031661034,0.0,0.0,0.43095446,0.0,0.0,107.234375,39784450.0,0.0,1048576.0,1648807800.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,40000.0,11.0,52.5,51.6875,0.0,0.0,105.50391,5.0,1025.0,0.0,0.0,604630.75,1025.0039,6.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,1216512.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,43352064.0,0.034500774,0.0,0.0,329.0,0.005
1648807800,0.030005455,0.0,0.0,0.42809057,0.0,0.0,107.234375,39784450.0,0.0,1048576.0,1648807800.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,40000.0,11.0,46.5,51.6875,0.0,0.0,105.50391,5.0,1025.0,0.0,0.0,604630.75,1025.0039,6.0,213.5,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,1216512.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,43352064.0,0.036298003,0.0,0.0,315.5,0.01
1648807860,0.027807236,0.0,0.0,0.42668152,0.0,0.0,107.234375,39784450.0,0.0,1048576.0,1648808000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,40000.0,11.0,58.5,51.689453,0.0,0.0,105.50391,5.0,1025.0,0.0,0.0,604630.75,1025.0039,6.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,1216512.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,43352064.0,0.034585953,0.0,0.0,304.5,0.01
1648807920,0.031447887,0.0,0.0,0.42981243,0.0,0.0,107.234375,39784450.0,0.0,1048576.0,1648808000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,11.0,51.0,51.691406,0.0,0.0,105.50391,5.0,1025.0,0.0,0.0,604630.75,1025.0039,6.0,219.5,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,1216512.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,43352064.0,0.03350939,0.0,0.0,326.0,0.01
1648807980,0.03217745,0.0,0.0,0.4274912,0.0,0.0,107.234375,39784450.0,0.0,1048576.0,1648808100.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,40000.0,11.0,44.0,51.69336,0.0,0.0,105.50391,5.0,1025.0,0.0,0.0,604630.75,1025.0039,6.0,226.5,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,1216512.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,43352064.0,0.029628066,0.0,0.0,322.0,0.005
1648808040,0.026593685,0.0,0.0,0.42665482,0.0,0.0,107.234375,39784450.0,0.0,1048576.0,1648808100.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,40000.0,11.0,64.5,51.695312,0.0,0.0,105.50391,5.0,1025.0,0.0,0.0,604630.75,1025.0039,6.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,1216512.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,43352064.0,0.038357023,0.0,0.0,276.0,0.02
1648808100,0.031612873,0.0,0.0,0.43123388,0.0,0.0,107.234375,39784450.0,0.0,1048576.0,1648808200.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,40000.0,11.0,45.0,51.695312,0.0,0.0,105.50391,5.0,1025.0,0.0,0.0,604630.75,1025.0039,6.0,233.5,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,1216512.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,43352064.0,0.031412136,0.0,0.0,335.5,0.005
1648808160,0.02813816,0.0,0.0,0.42702913,0.0,0.0,107.234375,39784450.0,0.0,1048576.0,1648808200.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,11.0,53.5,51.695312,0.0,0.0,105.50391,5.0,1025.0,0.0,0.0,604630.75,1025.0039,6.0,203.5,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,1216512.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,43352064.0,0.03575409,0.0,0.0,301.5,0.01
1648808220,0.029301643,0.0,0.0,0.42666388,0.0,0.0,107.234375,39784450.0,0.0,1048576.0,1648808300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,11.0,40.5,51.69922,0.0,0.0,105.50391,5.0,1025.0,0.0,0.0,604630.75,1025.0039,6.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,1216512.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,43352064.0,0.031108273,0.0,0.0,301.0,0.0
