timestamp,container_network_receive_MB.eth0,container_network_transmit_errors.eth0,container_network_receive_packets_dropped.eth0,container_network_transmit_MB.eth0,container_fs_reads./dev/vda,container_fs_reads./dev/vda1,container_memory_usage_MB,container_memory_rss,container_fs_sector_reads./dev/vda1,container_ulimits_soft.max_open_files,container_last_seen,container_fs_writes_MB./dev/vda,container_spec_cpu_period,container_tasks_state.sleeping,container_tasks_state.iowaiting,container_tasks_state.stopped,container_tasks_state.running,container_tasks_state.uninterruptible,container_fs_read_seconds./dev/vda1,container_fs_reads_MB./dev/vda,container_spec_memory_reservation_limit_MB,container_fs_reads_merged./dev/vda1,container_cpu_user_seconds,container_fs_write_seconds./dev/vda1,container_threads_max,container_spec_cpu_quota,container_file_descriptors,container_cpu_cfs_periods,container_fs_usage_MB./dev/vda1,container_fs_writes./dev/vda1,container_fs_writes./dev/vda,container_memory_working_set_MB,container_sockets,container_spec_memory_swap_limit_MB,container_fs_sector_writes./dev/vda1,container_memory_swap,container_fs_limit_MB./dev/vda1,container_memory_max_usage_MB,container_memory_failcnt,container_network_transmit_packets.eth0,container_fs_io_time_seconds./dev/vda1,container_cpu_load_average_10s,container_fs_inodes_free./dev/vda1,container_network_transmit_packets_dropped.eth0,container_fs_writes_merged./dev/vda1,container_cpu_cfs_throttled_periods,container_threads,container_fs_inodes./dev/vda1,container_network_receive_errors.eth0,container_memory_mapped_file,container_spec_memory_limit_MB,container_memory_failures.hierarchy.pgmajfault,container_memory_failures.hierarchy.pgfault,container_memory_failures.container.pgfault,container_memory_failures.container.pgmajfault,container_spec_cpu_shares,container_fs_io_time_weighted_seconds./dev/vda1,container_start_time_seconds,container_memory_cache,container_cpu_usage_seconds,container_cpu_cfs_throttled_seconds,container_fs_io_current./dev/vda1,container_network_receive_packets.eth0,container_cpu_system_seconds
1648807200,0.023514748,0.0,0.0,1.0252107,0.0,0.0,55.847656,33951744.0,0.0,65536.0,1648807200.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,30000.0,161.0,64.0,23.164062,0.0,0.0,44.621094,6.0,128.0,0.0,0.0,604630.75,128.0,0.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,11894784.0,128.0,0.0,33.0,33.0,0.0,204.0,0.0,1648740600.0,15282176.0,0.039524887,0.0,0.0,277.16666,0.01
1648807260,0.023514748,0.0,0.0,1.0252107,0.0,0.0,55.85742,33951744.0,0.0,65536.0,1648807300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,30000.0,161.0,64.0,23.164062,0.0,0.0,44.63086,6.0,128.0,0.0,0.0,604630.75,128.0,0.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,0.0,0.0,11894784.0,128.0,0.0,33.0,33.0,0.0,204.0,0.0,1648740600.0,15282176.0,0.039524887,0.0,0.0,277.16666,0.01
1648807320,0.023054123,0.0,0.0,1.3911128,0.0,0.0,55.91992,33951744.0,0.0,65536.0,1648807300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,30000.0,161.0,47.5,23.164062,0.0,0.0,44.69336,6.0,128.0,0.0,0.0,604630.75,128.0,0.0,204.5,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,11894784.0,128.0,0.0,33.0,33.0,0.0,204.0,0.0,1648740600.0,15282176.0,0.0335877,0.0,0.0,273.0,0.02
1648807380,0.019798279,0.0,0.0,0.83924675,0.0,0.0,55.86914,33951744.0,0.0,65536.0,1648807400.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,30000.0,161.0,58.0,23.164062,0.0,0.0,44.64258,6.0,128.0,0.0,0.0,604630.75,128.0,0.0,171.5,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,11894784.0,128.0,0.0,16.5,16.5,0.0,204.0,0.0,1648740600.0,15282176.0,0.037884668,0.0,0.0,232.5,0.015
1648807440,0.019068718,0.0,0.0,1.3880134,0.0,0.0,55.867188,33951744.0,0.0,65536.0,1648807400.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,30000.0,161.0,47.0,23.164062,0.0,0.0,44.640625,6.0,128.0,0.0,0.0,604630.75,128.0,0.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,11894784.0,128.0,0.0,16.5,16.5,0.0,204.0,0.0,1648740600.0,15282176.0,0.028070118,0.0,0.0,224.0,0.0
1648807500,0.018259367,0.0,0.0,0.7465563,0.0,0.0,55.895832,33951744.0,0.0,65536.0,1648807600.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,30000.0,161.0,54.333332,23.164062,0.0,0.0,44.66927,6.0,128.0,0.0,0.0,604630.75,128.0,0.0,157.66667,0.0,0.0,0.0,0.0,0.0,0.0,29.666666,0.0,0.0,11894784.0,128.0,0.0,33.0,33.0,0.0,204.0,0.0,1648740600.0,15282176.0,0.034717057,9.094947e-13,0.0,215.33333,0.016666668
1648807560,0.027294794,0.0,0.0,1.4859862,0.0,0.0,55.867188,33951744.0,0.0,65536.0,1648807600.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,30000.0,161.0,73.166664,23.164062,0.0,0.0,44.640625,6.0,128.0,0.0,0.0,604630.75,128.0,0.0,241.33333,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,11894784.0,128.0,0.0,0.0,0.0,0.0,204.0,0.0,1648740600.0,15282176.0,0.046599902,0.0,0.0,321.16666,0.023333333
1648807620,0.019978523,0.0,0.0,0.8390131,0.0,0.0,55.86914,33951744.0,0.0,65536.0,1648807700.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,30000.0,161.0,59.5,23.164062,0.0,0.0,44.64258,6.0,128.0,0.0,0.0,604630.75,128.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,11894784.0,128.0,0.0,33.0,33.0,0.0,204.0,0.0,1648740600.0,15282176.0,0.03375869,0.0,0.0,225.5,0.015
1648807680,0.02286625,0.0,0.0,1.390677,0.0,0.0,55.86914,33951744.0,0.0,65536.0,1648807700.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,30000.0,161.0,58.0,23.164062,0.0,0.0,44.64258,6.0,128.0,0.0,0.0,604630.75,128.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,11894784.0,128.0,0.0,0.0,0.0,0.0,204.0,0.0,1648740600.0,15282176.0,0.033133376,0.0,0.0,258.0,0.01
1648807740,0.014447689,0.0,0.0,0.8351116,0.0,0.0,55.867188,33951744.0,0.0,65536.0,1648807800.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,30000.0,161.0,59.0,23.164062,0.0,0.0,44.640625,6.0,128.0,0.0,0.0,604630.75,128.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,11894784.0,128.0,0.0,66.0,66.0,0.0,204.0,0.0,1648740600.0,15282176.0,0.035020713,0.0,0.0,171.5,0.005
