timestamp,container_network_receive_MB.eth0,container_network_transmit_errors.eth0,container_network_receive_packets_dropped.eth0,container_network_transmit_MB.eth0,container_fs_reads./dev/vda,container_fs_reads./dev/vda1,container_memory_usage_MB,container_memory_rss,container_fs_sector_reads./dev/vda1,container_ulimits_soft.max_open_files,container_last_seen,container_fs_writes_MB./dev/vda,container_spec_cpu_period,container_tasks_state.sleeping,container_tasks_state.iowaiting,container_tasks_state.stopped,container_tasks_state.running,container_tasks_state.uninterruptible,container_fs_read_seconds./dev/vda1,container_fs_reads_MB./dev/vda,container_spec_memory_reservation_limit_MB,container_fs_reads_merged./dev/vda1,container_cpu_user_seconds,container_fs_write_seconds./dev/vda1,container_threads_max,container_spec_cpu_quota,container_file_descriptors,container_cpu_cfs_periods,container_fs_usage_MB./dev/vda1,container_fs_writes./dev/vda1,container_fs_writes./dev/vda,container_memory_working_set_MB,container_sockets,container_spec_memory_swap_limit_MB,container_fs_sector_writes./dev/vda1,container_memory_swap,container_fs_limit_MB./dev/vda1,container_memory_max_usage_MB,container_memory_failcnt,container_network_transmit_packets.eth0,container_fs_io_time_seconds./dev/vda1,container_cpu_load_average_10s,container_fs_inodes_free./dev/vda1,container_network_transmit_packets_dropped.eth0,container_fs_writes_merged./dev/vda1,container_cpu_cfs_throttled_periods,container_threads,container_fs_inodes./dev/vda1,container_network_receive_errors.eth0,container_memory_mapped_file,container_spec_memory_limit_MB,container_memory_failures.hierarchy.pgmajfault,container_memory_failures.hierarchy.pgfault,container_memory_failures.container.pgfault,container_memory_failures.container.pgmajfault,container_spec_cpu_shares,container_fs_io_time_weighted_seconds./dev/vda1,container_start_time_seconds,container_memory_cache,container_cpu_usage_seconds,container_cpu_cfs_throttled_seconds,container_fs_io_current./dev/vda1,container_network_receive_packets.eth0,container_cpu_system_seconds
1648807200,0.61232376,0.0,0.0,0.8527541,0.0,0.0,34.628906,14356480.0,0.0,65536.0,1648807200.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,40000.0,10.0,69.5,31.93164,0.0,0.0,29.398438,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,310.5,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,4730880.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,5873664.0,0.054577447,0.0,0.0,409.0,0.01
1648807260,0.61232376,0.0,0.0,0.8527541,0.0,0.0,34.64453,14356480.0,0.0,65536.0,1648807300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,40000.0,10.0,69.5,31.947266,0.0,0.0,29.414062,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,310.5,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,4730880.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,5873664.0,0.054577447,0.0,0.0,409.0,0.01
1648807320,0.054745674,0.0,0.0,1.581123,0.0,0.0,34.64453,14356480.0,0.0,65536.0,1648807300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,40000.0,10.0,64.5,31.96289,0.0,0.0,29.414062,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,4798464.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,5873664.0,0.04141669,0.0,0.0,456.33334,0.01
1648807380,0.05443144,0.0,0.0,1.0970253,1.0,0.0,34.67383,14356480.0,0.0,65536.0,1648807400.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029296875,0.0,0.0,0.02,0.0,0.0,40000.0,10.0,57.0,31.976562,0.0,0.0,29.44336,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,319.5,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,4866048.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,5873664.0,0.047132775,0.0,0.0,448.66666,0.01
1648807440,0.05140686,0.0,0.0,1.3268437,1.0,0.0,34.703125,14356480.0,0.0,65536.0,1648807400.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029296875,0.0,0.0,0.025,0.0,0.0,40000.0,10.0,63.5,31.99414,0.0,0.0,29.472656,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,298.5,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,4866048.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,5873664.0,0.041316297,0.0,0.0,423.0,0.01
1648807500,0.044810772,0.0,0.0,0.8367181,0.0,0.0,34.703125,14356480.0,0.0,65536.0,1648807600.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,40000.0,10.0,40.5,32.003906,0.0,0.0,29.472656,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,266.5,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,4866048.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,5873664.0,0.036203425,0.0,0.0,375.5,0.015
1648807560,0.041547775,0.0,0.0,1.0766225,0.0,0.0,34.703125,14356480.0,0.0,65536.0,1648807600.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,40000.0,10.0,46.0,32.015625,0.0,0.0,29.472656,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,263.5,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,4866048.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,5873664.0,0.0348197,0.0,0.0,360.0,0.015
1648807620,0.04980755,0.0,0.0,1.0832443,3.3333333,0.0,34.773438,14356480.0,0.0,65536.0,1648807700.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0703125,0.0,0.0,0.025,0.0,0.0,40000.0,10.0,69.666664,32.036457,0.0,0.0,29.542969,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,279.5,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,4956160.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,5873664.0,0.056641124,0.0,0.0,397.0,0.021666666
1648807680,0.039061546,0.0,0.0,1.0652957,1.6666666,0.0,34.808594,14356480.0,0.0,65536.0,1648807700.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03515625,0.0,0.0,0.025,0.0,0.0,40000.0,10.0,74.833336,32.05664,0.0,0.0,29.578125,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,236.5,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,5001216.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,5873664.0,0.0565326,0.0,0.0,329.5,0.023333333
1648807740,0.048171997,0.0,0.0,0.9196412,0.0,0.0,34.816406,14356480.0,0.0,65536.0,1648807800.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,10.0,64.0,32.07422,0.0,0.0,29.585938,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,273.33334,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,5001216.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,5873664.0,0.04726234,0.0,0.0,389.33334,0.015
